,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
7421,Female,No,19.0,No,Healthcare,1.0,Low,4.0,6.0,4.852,4.084,3.117,6.361000000000001,D
7422,Female,No,21.0,No,Marketing,2.0,average,2.0,3.0,7.609,1.1909999999999998,-0.276,1.7380000000000002,D
7423,Male,Yes,42.0,Yes,Artist,7.0,Average,2.0,6.0,10.425999999999998,5.289,8.626,-1.554,C
7424,Female,Yes,87.0,Yes,Lawyer,1.0,High,2.0,6.0,10.841,3.0180000000000002,4.169,4.493,A
7426,Female,No,38.0,Yes,Doctor,8.0,average,1.0,6.0,3.786,9.258,4.062,-2.064,B
7427,Female,No,31.0,Yes,Homemaker,8.0,Low,1.0,6.0,15.377,12.384,6.997999999999999,7.801,D
7428,Male,Yes,45.0,No,Engineer,1.0,Average,5.0,6.0,3.299,6.2010000000000005,7.534,-3.804,B
7429,Female,Yes,83.0,Yes,Lawyer,1.0,Low,1.0,6.0,6.207000000000001,5.075,4.863,2.822,A
7430,Female,No,22.0,No,Healthcare,0.0,Low,3.0,6.0,14.369000000000002,-1.247,10.587,-1.202,D
7432,Male,No,36.0,Yes,Artist,2.0,Low,1.0,4.0,-1.3780000000000001,3.986,1.092,2.7689999999999997,B
7433,Male,Yes,70.0,Yes,Entertainment,0.0,High,2.0,6.0,8.998,3.931,5.607,2.267,A
7435,Male,No,21.0,No,Healthcare,1.0,Low,6.0,6.0,11.001,8.672,-2.6489999999999996,-1.2770000000000001,D
7436,Male,No,19.0,No,Healthcare,7.0,average,4.0,4.0,8.375,10.238,2.388,3.7239999999999998,D
7437,Male,Yes,39.0,Yes,Artist,0.0,Average,3.0,6.0,7.473,7.242000000000001,5.186,2.131,B
7438,Male,Yes,28.0,No,Doctor,5.0,Low,2.0,3.0,14.242,5.931,0.008,13.388,D
7439,Female,Yes,40.0,Yes,Artist,0.0,Average,4.0,6.0,8.089,7.765,8.875,1.4669999999999999,B
7440,Female,Yes,29.0,No,Marketing,1.0,Low,3.0,0.0,16.426,7.705,4.947,4.73,D
7441,Male,Yes,53.0,Yes,Doctor,1.0,Low,3.0,6.0,4.81,7.127000000000001,1.874,3.9010000000000002,A
7442,Female,Yes,42.0,Yes,Artist,1.0,Average,2.0,6.0,23.336,9.426,13.713,7.244,C
7443,Male,Yes,40.0,No,Artist,1.0,Average,2.0,4.0,6.568,4.8389999999999995,4.137,4.971,A
7444,Female,No,48.0,No,Engineer,12.0,Low,1.0,4.0,8.537,6.098,3.353,11.665999999999999,D
7445,Female,Yes,29.0,Yes,Artist,4.0,Low,2.0,1.0,7.489,2.003,8.562000000000001,11.75,D
7446,Male,Yes,71.0,No,Executive,5.0,Low,3.0,4.0,-1.0290000000000001,1.204,-1.555,1.376,B
7447,Female,Yes,82.0,No,Lawyer,0.0,High,2.0,6.0,3.4789999999999996,2.5780000000000003,5.245,0.9279999999999999,A
7448,Female,Yes,50.0,Yes,Entertainment,4.0,Low,2.0,6.0,7.104,3.4930000000000003,4.9830000000000005,3.1239999999999997,A
7449,Male,No,40.0,Yes,Artist,1.0,Low,2.0,6.0,3.4730000000000003,5.752000000000001,5.052,2.676,A
7450,Male,No,18.0,No,Healthcare,6.0,Low,4.0,6.0,14.645,5.098,-1.965,5.103,D
7451,Male,Yes,42.0,No,Entertainment,0.0,Average,4.0,6.0,7.104,2.7880000000000003,14.384,9.607000000000001,C
7452,Male,Yes,39.0,Yes,Entertainment,9.0,Average,2.0,6.0,8.017999999999999,2.7310000000000003,7.222,-1.49,B
7453,Female,No,32.0,Yes,Artist,1.0,Low,1.0,6.0,7.232,3.391,0.35200000000000004,0.855,A
7454,Female,Yes,50.0,Yes,Artist,1.0,Low,2.0,6.0,7.056,1.551,-0.971,11.117,C
7455,Female,Yes,60.0,Yes,Engineer,1.0,average,3.0,7.0,9.92,10.839,11.165999999999999,6.8260000000000005,C
7456,Female,No,38.0,No,Engineer,1.0,Low,1.0,6.0,3.418,2.92,2.699,0.6990000000000001,B
7457,Male,Yes,60.0,No,Engineer,0.0,Average,3.0,6.0,7.0760000000000005,1.43,5.414,8.242,C
7458,Male,Yes,40.0,No,Engineer,3.0,Low,1.0,3.0,4.099,6.832999999999999,6.022,3.9019999999999997,A
7459,Female,Yes,40.0,No,Homemaker,2.0,Average,2.0,6.0,4.053999999999999,5.871,7.303,1.198,A
7461,Female,No,38.0,Yes,Healthcare,0.0,average,2.0,6.0,1.431,3.282,14.725,5.228,C
7462,Male,No,37.0,Yes,Engineer,1.0,Low,1.0,6.0,13.46,-0.22,-5.6,9.442,D
7463,Male,Yes,53.0,Yes,Artist,0.0,Low,1.0,6.0,3.873,5.2860000000000005,8.27,3.355,B
7464,Male,No,39.0,Yes,Artist,1.0,Low,3.0,4.0,14.921,9.595,5.19,17.086,C
7465,Male,Yes,62.0,No,Entertainment,8.0,Low,2.0,3.0,9.529,6.915,2.785,-7.21,B
7466,Male,Yes,47.0,Yes,Artist,1.0,Average,2.0,2.0,8.172,2.69,0.09699999999999999,13.703,C
7468,Female,Yes,30.0,No,Homemaker,1.0,Average,2.0,3.0,5.165,8.209,4.044,2.02,A
7469,Female,Yes,62.0,No,Artist,1.0,Average,3.0,6.0,0.299,-3.764,-0.29100000000000004,-0.8420000000000001,B
7470,Male,Yes,69.0,No,Doctor,8.0,Low,2.0,6.0,3.991,4.813,1.69,0.185,A
7471,Female,No,19.0,No,Healthcare,0.0,Low,2.0,4.0,8.51,2.315,6.763,4.795,D
7472,Male,No,18.0,No,Healthcare,0.0,Low,4.0,6.0,7.742999999999999,-0.5670000000000001,4.577,-1.436,D
7474,Male,No,49.0,No,Healthcare,1.0,Low,1.0,6.0,6.56,8.637,5.03,1.328,D
7475,Female,Yes,36.0,Yes,Artist,7.0,average,2.0,6.0,16.257,4.822,8.633,6.577999999999999,C
7476,Female,Yes,35.0,Yes,Engineer,0.0,Low,3.0,3.0,3.9819999999999998,0.42700000000000005,1.755,1.771,B
7478,Male,No,30.0,Yes,Healthcare,1.0,Low,1.0,6.0,9.318,5.397,4.195,3.343,D
7479,Male,Yes,47.0,Yes,Executive,8.0,High,4.0,6.0,13.068,8.346,9.354,3.7310000000000003,C
7480,Male,No,23.0,No,Artist,1.0,Low,4.0,6.0,8.479,3.898,7.232,4.945,D
7483,Male,Yes,40.0,Yes,Healthcare,1.0,Low,3.0,6.0,10.376,3.4160000000000004,9.31,7.19,D
7484,Male,Yes,40.0,No,Executive,0.0,High,3.0,6.0,13.999,4.159,15.802,8.53,C
7485,Female,Yes,38.0,Yes,Artist,3.0,Low,2.0,7.0,20.89,2.29,6.141,5.624,C
7486,Male,Yes,73.0,Yes,Lawyer,1.0,average,2.0,6.0,11.892000000000001,1.165,7.9910000000000005,-0.7,B
7487,Male,No,45.0,Yes,Artist,0.0,Low,1.0,6.0,5.725,5.751,7.6160000000000005,7.731,A
7488,Male,Yes,71.0,Yes,Artist,0.0,Average,4.0,6.0,11.550999999999998,6.555,13.433,12.827,C
7489,Female,Yes,60.0,No,Engineer,0.0,Low,2.0,3.0,3.424,4.143,5.577999999999999,4.963,A
7490,Male,No,27.0,Yes,Doctor,0.0,Low,2.0,6.0,4.823,12.75,7.864,12.245999999999999,C
7491,Female,Yes,57.0,Yes,Artist,0.0,Low,2.0,6.0,2.327,4.1739999999999995,4.329,2.4659999999999997,B
7492,Male,No,26.0,No,Healthcare,1.0,Low,3.0,0.0,9.789,4.422,12.349,9.492,C
7493,Female,Yes,18.0,No,Artist,1.0,High,3.0,1.0,6.591,-1.5519999999999998,1.8019999999999998,2.037,B
7494,Female,Yes,42.0,Yes,Artist,4.0,Average,2.0,6.0,12.995999999999999,4.489,9.277999999999999,14.59,C
7495,Male,Yes,49.0,No,Executive,11.0,High,4.0,6.0,8.252,1.056,1.597,2.792,A
7496,Male,Yes,40.0,Yes,Entertainment,8.0,Low,2.0,6.0,2.3369999999999997,10.307,3.141,-6.232,D
7497,Female,No,40.0,Yes,Artist,5.0,Low,9.0,6.0,8.503,7.459,12.657,2.7,C
7498,Male,No,19.0,No,Healthcare,8.0,Low,3.0,6.0,12.414000000000001,7.111000000000001,0.892,-0.371,D
7499,Male,Yes,42.0,Yes,Artist,1.0,Average,2.0,6.0,10.14,7.888,9.757,12.208,C
7500,Female,No,50.0,Yes,Engineer,0.0,Low,1.0,6.0,5.716,3.6010000000000004,4.0889999999999995,3.069,B
7501,Male,Yes,72.0,No,Entertainment,2.0,average,2.0,6.0,12.133,-4.861000000000001,7.7589999999999995,16.154,C
7502,Male,Yes,67.0,Yes,Lawyer,1.0,average,3.0,6.0,3.551,9.662,5.5760000000000005,1.0190000000000001,B
7503,Male,Yes,37.0,Yes,Entertainment,3.0,Low,1.0,6.0,6.09,6.6160000000000005,5.38,1.921,A
7504,Male,Yes,38.0,Yes,Executive,1.0,High,4.0,6.0,16.778,14.365,7.88,10.41,C
7505,Female,No,42.0,Yes,Marketing,1.0,Low,3.0,6.0,3.6430000000000002,0.192,4.584,-3.608,D
7506,Male,Yes,26.0,No,Artist,1.0,Low,4.0,6.0,4.5489999999999995,4.458,5.056,3.78,A
7507,Male,Yes,32.0,No,Executive,1.0,High,5.0,6.0,9.113999999999999,8.193,-3.11,0.40700000000000003,D
7508,Male,Yes,51.0,Yes,Artist,1.0,Low,1.0,4.0,6.138,7.037000000000001,5.162000000000001,5.1080000000000005,A
7509,Male,Yes,61.0,No,Engineer,5.0,average,3.0,6.0,0.363,2.82,-0.21100000000000002,-1.232,B
7510,Male,Yes,40.0,No,Engineer,0.0,Average,3.0,4.0,-2.148,0.182,5.0169999999999995,2.214,B
7511,Male,Yes,73.0,No,Lawyer,1.0,Low,1.0,6.0,12.919,1.004,4.484,4.76,D
7512,Female,No,30.0,No,Engineer,1.0,Low,3.0,4.0,6.765,3.112,4.431,2.535,A
7513,Female,Yes,62.0,Yes,Artist,0.0,Average,2.0,5.0,12.491,6.769,9.96,12.502,C
7514,Male,Yes,40.0,Yes,Executive,0.0,Low,4.0,6.0,6.345,4.77,1.804,-2.813,B
7515,Male,No,42.0,Yes,Healthcare,8.0,Low,3.0,6.0,16.160999999999998,-0.35600000000000004,3.242,1.9969999999999999,D
7516,Male,No,30.0,Yes,Healthcare,9.0,Low,1.0,6.0,8.609,8.257,10.274000000000001,3.593,D
7517,Female,Yes,46.0,No,Homemaker,9.0,Low,1.0,3.0,6.071000000000001,3.516,10.116,4.762,A
7520,Male,Yes,40.0,Yes,Doctor,0.0,Average,5.0,6.0,3.655,6.294,6.276,3.4219999999999997,B
7521,Male,Yes,50.0,No,Entertainment,0.0,Average,3.0,6.0,15.424000000000001,13.792,12.309000000000001,18.737000000000002,C
7522,Female,No,28.0,No,Entertainment,1.0,Low,2.0,3.0,7.314,1.7369999999999999,8.09,6.093999999999999,A
7524,Female,Yes,37.0,Yes,Artist,3.0,Low,2.0,6.0,10.27,11.887,16.672,7.412999999999999,C
7525,Female,Yes,51.0,Yes,Artist,0.0,Average,4.0,3.0,21.439,0.748,16.285999999999998,8.106,C
7526,Female,Yes,41.0,Yes,Engineer,1.0,Average,4.0,6.0,15.402999999999999,6.992999999999999,8.783,3.903,C
7527,Female,Yes,65.0,Yes,Artist,0.0,Average,4.0,4.0,14.866,5.114,8.589,11.144,C
7528,Female,Yes,48.0,No,Marketing,0.0,Average,2.0,4.0,6.811,3.653,4.11,8.004,D
7530,Male,Yes,68.0,No,Lawyer,1.0,High,3.0,6.0,11.807,7.372000000000001,5.321000000000001,-0.342,D
7531,Female,Yes,47.0,Yes,Artist,0.0,Average,2.0,6.0,6.781000000000001,10.237,5.852,9.667,C
7532,Male,No,28.0,Yes,Artist,9.0,Low,2.0,6.0,5.03,6.414,8.777999999999999,3.2539999999999996,A
7533,Female,No,40.0,Yes,Entertainment,0.0,Low,1.0,6.0,3.82,4.155,5.766,5.25,A
7534,Male,No,36.0,Yes,Entertainment,1.0,Low,2.0,6.0,6.894,6.599,4.636,3.408,A
7535,Female,No,27.0,No,Artist,1.0,Low,4.0,4.0,5.752000000000001,7.17,5.42,5.115,D
7536,Male,Yes,36.0,No,Entertainment,1.0,Average,3.0,6.0,21.003,12.350999999999999,11.517999999999999,6.224,C
7537,Female,Yes,65.0,Yes,Lawyer,0.0,Average,4.0,6.0,2.254,1.959,0.54,2.364,B
7538,Female,No,27.0,No,Homemaker,9.0,Low,1.0,4.0,7.896,8.177999999999999,8.052999999999999,7.422000000000001,A
7539,Male,Yes,69.0,No,Lawyer,1.0,High,2.0,1.0,3.81,5.744,7.558,6.7170000000000005,D
7540,Female,Yes,80.0,Yes,Lawyer,0.0,High,3.0,6.0,6.37,5.502999999999999,3.264,4.085,A
7543,Female,Yes,77.0,No,Lawyer,1.0,High,2.0,6.0,7.773,2.9819999999999998,3.572,5.5,A
7544,Male,Yes,68.0,No,Executive,1.0,High,3.0,7.0,3.8,1.545,1.7180000000000002,8.913,B
7546,Male,No,26.0,Yes,Healthcare,5.0,Low,5.0,6.0,11.26,4.2330000000000005,3.31,7.505,D
7547,Male,Yes,46.0,Yes,Artist,2.0,Average,4.0,2.0,11.199000000000002,4.617,3.61,8.036,C
7548,Male,Yes,36.0,Yes,Artist,1.0,Average,2.0,0.0,11.919,8.502,14.445,14.332,C
7549,Female,Yes,40.0,Yes,Artist,4.0,Average,5.0,4.0,6.561,2.5180000000000002,3.66,1.3659999999999999,B
7550,Male,No,33.0,Yes,Healthcare,9.0,Low,5.0,6.0,9.008,1.214,6.76,2.178,D
7551,Male,No,56.0,No,Marketing,1.0,Low,2.0,6.0,9.488,-1.278,2.909,8.032,D
7552,Female,No,25.0,No,Doctor,2.0,Low,1.0,4.0,13.651,2.7289999999999996,5.872999999999999,6.09,D
7553,Male,Yes,61.0,Yes,Lawyer,1.0,High,2.0,6.0,17.912,11.387,13.024000000000001,17.541,C
7554,Female,Yes,42.0,Yes,Entertainment,0.0,Average,4.0,3.0,1.3219999999999998,9.645,2.079,3.85,B
7555,Male,Yes,49.0,Yes,Artist,1.0,Low,4.0,3.0,2.343,11.368,12.807,12.119000000000002,C
7556,Male,Yes,48.0,No,Entertainment,1.0,Average,3.0,3.0,11.600999999999999,-0.6609999999999999,9.222000000000001,12.552999999999999,C
7557,Male,Yes,36.0,Yes,Healthcare,3.0,Low,3.0,6.0,4.404,2.8510000000000004,7.189,1.047,D
7558,Male,Yes,47.0,Yes,Artist,0.0,average,1.0,6.0,10.58,11.995,12.255999999999998,14.017999999999999,C
7559,Male,Yes,70.0,Yes,Doctor,1.0,High,3.0,6.0,18.749000000000002,8.357999999999999,11.229000000000001,2.1180000000000003,C
7560,Male,No,21.0,No,Healthcare,1.0,Low,4.0,2.0,6.675,2.318,6.752000000000001,1.4969999999999999,D
7561,Male,No,51.0,Yes,Artist,5.0,Low,1.0,6.0,7.419,7.756,6.601,1.775,B
7562,Male,Yes,46.0,Yes,Artist,0.0,Low,2.0,6.0,8.256,3.252,4.909,2.148,A
7563,Male,No,33.0,Yes,Artist,1.0,Low,2.0,6.0,2.763,5.296,7.021,4.607,A
7564,Male,No,26.0,Yes,Healthcare,1.0,Low,3.0,6.0,13.217,5.143,8.363,8.683,D
7565,Female,Yes,37.0,Yes,Engineer,0.0,High,2.0,6.0,5.522,6.307,6.251,5.797999999999999,A
7566,Male,Yes,47.0,Yes,Entertainment,2.0,Average,3.0,3.0,-0.7090000000000001,7.205,3.09,-1.0759999999999998,B
7567,Female,No,38.0,Yes,Entertainment,0.0,Low,2.0,6.0,13.267999999999999,6.8020000000000005,-1.754,-3.285,D
7568,Female,No,36.0,Yes,Artist,8.0,Low,1.0,6.0,2.539,-0.382,-0.76,2.887,B
7569,Male,Yes,29.0,No,Artist,6.0,Average,2.0,6.0,-1.145,4.003,4.0889999999999995,4.28,B
7570,Male,Yes,41.0,No,Executive,1.0,High,4.0,6.0,3.125,2.28,7.222,-0.375,B
7571,Male,No,20.0,No,Healthcare,7.0,Low,3.0,6.0,6.587999999999999,8.881,-0.49200000000000005,2.242,D
7573,Female,No,23.0,No,Healthcare,0.0,Low,6.0,4.0,11.957,-3.734,0.319,1.819,D
7574,Male,Yes,53.0,Yes,Engineer,1.0,Average,3.0,6.0,10.151,3.7510000000000003,4.314,-0.506,B
7575,Male,Yes,69.0,Yes,Artist,1.0,Average,2.0,6.0,22.435,12.392000000000001,6.395,6.895,C
7576,Male,No,28.0,Yes,Doctor,0.0,Low,3.0,6.0,9.533,-0.9490000000000001,16.083,17.389,C
7577,Male,No,31.0,No,Marketing,1.0,Low,1.0,6.0,2.377,8.517999999999999,9.367,-4.005,B
7578,Male,Yes,36.0,Yes,Executive,6.0,High,2.0,6.0,14.757,-1.314,10.672,10.33,C
7580,Female,Yes,45.0,Yes,Artist,1.0,average,3.0,7.0,6.507999999999999,7.757999999999999,9.549,12.447000000000001,C
7583,Female,Yes,78.0,Yes,Lawyer,6.0,average,1.0,4.0,6.279,2.7569999999999997,6.93,4.694,A
7584,Female,Yes,60.0,Yes,Artist,1.0,Average,5.0,6.0,13.034,4.918,19.333,8.329,C
7585,Male,Yes,61.0,No,Artist,1.0,Low,2.0,6.0,1.8330000000000002,5.54,2.07,0.915,A
7586,Female,No,22.0,No,Doctor,11.0,Low,4.0,1.0,14.067,7.897,3.236,5.321000000000001,D
7587,Female,Yes,50.0,Yes,Artist,0.0,Average,2.0,3.0,13.833,7.854,10.998,13.974,C
7589,Male,Yes,51.0,No,Entertainment,1.0,Low,3.0,6.0,4.535,5.303999999999999,3.741,2.417,A
7590,Male,No,40.0,No,Healthcare,0.0,Low,3.0,6.0,8.525,5.905,8.362,2.9930000000000003,D
7591,Female,No,27.0,No,Engineer,1.0,Low,7.0,4.0,7.209,5.2139999999999995,2.201,4.162,A
7592,Female,Yes,45.0,Yes,Executive,7.0,High,2.0,6.0,17.477999999999998,-0.452,16.226,11.363,C
7593,Male,Yes,32.0,Yes,Healthcare,6.0,Low,2.0,6.0,13.792,5.972,6.869,9.045,D
7594,Female,No,40.0,No,Healthcare,2.0,Low,3.0,4.0,15.761,11.019,8.498,4.683,D
7595,Male,No,42.0,Yes,Artist,3.0,Low,1.0,6.0,1.158,4.308,3.403,4.328,B
7596,Male,No,40.0,Yes,Artist,0.0,Low,4.0,6.0,1.6340000000000001,8.267000000000001,5.393,6.396,A
7597,Female,No,30.0,Yes,Healthcare,9.0,Low,1.0,6.0,5.382999999999999,8.914,8.546,5.724,D
7598,Male,Yes,60.0,No,Executive,0.0,High,3.0,6.0,16.874000000000002,2.8930000000000002,11.495999999999999,2.168,C
7599,Male,No,33.0,No,Entertainment,1.0,Low,3.0,2.0,-0.8140000000000001,2.1180000000000003,1.818,2.301,B
7600,Female,No,27.0,Yes,Artist,1.0,Low,1.0,3.0,-1.9480000000000002,5.57,4.579,-2.432,B
7601,Female,No,36.0,No,Engineer,0.0,Low,1.0,6.0,7.646,5.992000000000001,4.671,2.254,A
7603,Male,Yes,29.0,Yes,Artist,0.0,Low,5.0,4.0,6.625,2.6069999999999998,5.131,3.3560000000000003,A
7604,Female,No,18.0,No,Healthcare,2.0,Low,5.0,6.0,8.798,5.6739999999999995,-0.815,4.461,D
7605,Female,Yes,42.0,Yes,Artist,9.0,Average,3.0,3.0,9.001,4.923,8.57,10.091000000000001,C
7606,Male,Yes,45.0,Yes,Artist,1.0,Average,2.0,6.0,1.12,7.895,-1.535,1.484,B
7607,Female,Yes,61.0,No,Marketing,1.0,Average,3.0,6.0,7.779,3.29,1.709,0.39399999999999996,D
7608,Male,Yes,83.0,No,Lawyer,1.0,Low,1.0,6.0,7.0329999999999995,8.041,4.205,4.361000000000001,A
7609,Female,Yes,41.0,No,Engineer,0.0,Average,4.0,6.0,5.462000000000001,5.374,7.121,6.22,A
7610,Female,No,40.0,Yes,Engineer,9.0,Low,1.0,7.0,3.2260000000000004,3.148,7.525,6.35,A
7611,Male,No,21.0,No,Healthcare,3.0,Low,3.0,2.0,5.5920000000000005,4.301,12.203,3.583,D
7612,Female,Yes,66.0,Yes,Artist,0.0,Average,3.0,6.0,11.47,12.145999999999999,9.725,2.603,C
7613,Male,Yes,43.0,No,Artist,0.0,Average,2.0,3.0,6.192,5.348,3.87,-2.4,B
7614,Male,No,18.0,No,Healthcare,0.0,Low,2.0,6.0,13.618,11.692,2.556,1.123,D
7616,Male,No,22.0,No,Healthcare,1.0,Low,4.0,6.0,11.017000000000001,5.072,2.721,9.863999999999999,D
7617,Male,Yes,50.0,Yes,Artist,1.0,Low,2.0,6.0,5.282,5.006,4.279,13.315999999999999,C
7618,Male,No,47.0,Yes,Engineer,1.0,Low,2.0,6.0,15.325,2.097,14.062000000000001,5.974,D
7619,Female,No,29.0,No,Engineer,0.0,Low,6.0,4.0,11.025,4.269,7.272,12.155999999999999,C
7620,Female,Yes,62.0,Yes,Artist,5.0,Average,5.0,6.0,14.869000000000002,9.913,7.776,7.84,C
7621,Male,No,21.0,No,Healthcare,2.0,Low,4.0,6.0,12.61,-1.391,0.013999999999999999,3.0789999999999997,D
7622,Female,No,36.0,Yes,Artist,8.0,Low,2.0,3.0,3.005,-0.43200000000000005,5.392,-0.9640000000000001,B
7623,Female,Yes,38.0,Yes,Artist,5.0,High,3.0,4.0,7.356,5.779,6.086,0.7879999999999999,B
7624,Male,No,25.0,No,Doctor,4.0,Low,3.0,4.0,7.309,10.169,1.973,1.571,D
7625,Male,Yes,38.0,No,Engineer,0.0,High,6.0,4.0,5.127999999999999,5.92,4.961,0.9329999999999999,A
7626,Female,Yes,35.0,No,Engineer,0.0,High,1.0,6.0,6.728,6.682,5.98,6.5489999999999995,A
7627,Female,No,30.0,Yes,Entertainment,9.0,Low,3.0,6.0,9.21,8.574,-0.72,3.753,D
7628,Female,No,30.0,No,Doctor,3.0,Low,4.0,6.0,12.862,3.9130000000000003,3.699,6.122000000000001,A
7629,Male,No,28.0,Yes,Healthcare,1.0,Low,3.0,6.0,7.818,6.669,10.71,4.84,D
7630,Female,No,53.0,Yes,Entertainment,0.0,Low,1.0,6.0,3.2039999999999997,5.098,4.8180000000000005,3.281,A
7631,Male,Yes,48.0,Yes,Artist,4.0,Average,2.0,6.0,18.016,3.478,9.972999999999999,8.939,C
7632,Male,Yes,31.0,No,Entertainment,1.0,Low,6.0,6.0,2.305,3.135,-1.7990000000000002,3.611,D
7634,Male,No,26.0,Yes,Artist,5.0,Low,1.0,1.0,5.25,2.099,-1.739,2.867,B
7635,Female,Yes,40.0,Yes,Artist,1.0,High,3.0,2.0,2.312,5.716,1.294,2.832,B
7636,Female,Yes,37.0,Yes,Artist,6.0,Low,2.0,6.0,5.966,1.4240000000000002,1.071,2.077,B
7637,Male,No,52.0,Yes,Artist,0.0,Low,3.0,6.0,0.873,5.5120000000000005,1.395,3.332,B
7638,Female,Yes,86.0,Yes,Lawyer,0.0,High,2.0,6.0,12.243,17.695999999999998,1.569,14.085999999999999,C
7639,Female,No,41.0,Yes,Artist,1.0,Low,1.0,6.0,23.333000000000002,9.94,18.705,7.946000000000001,C
7640,Female,No,25.0,No,Marketing,1.0,Low,2.0,3.0,6.645,3.298,3.804,7.035,A
7641,Female,No,51.0,Yes,Artist,0.0,Low,1.0,6.0,12.651,5.666,1.686,5.721,A
7642,Male,Yes,32.0,No,Entertainment,2.0,Low,2.0,3.0,6.388,6.157,6.935,3.97,A
7644,Male,Yes,41.0,No,Entertainment,0.0,Average,4.0,4.0,7.414,3.57,4.213,6.891,A
7645,Male,No,23.0,No,Healthcare,0.0,average,2.0,6.0,5.962999999999999,4.824,-0.97,-2.218,D
7646,Female,No,52.0,Yes,Artist,1.0,average,3.0,6.0,14.808,6.886,10.782,12.554,C
7647,Male,Yes,49.0,Yes,Artist,1.0,Low,2.0,3.0,4.784,5.02,5.957000000000001,5.452999999999999,A
7648,Female,Yes,30.0,Yes,Healthcare,0.0,Average,4.0,6.0,5.966,10.332,-1.844,0.653,D
7649,Female,Yes,46.0,Yes,Artist,9.0,Average,4.0,6.0,14.82,7.968,11.950999999999999,5.625,C
7650,Female,Yes,25.0,No,Homemaker,8.0,Average,2.0,6.0,7.349,4.758,8.703,1.33,D
7651,Female,Yes,36.0,Yes,Homemaker,1.0,Average,3.0,3.0,7.104,4.186,10.899000000000001,-2.347,D
7653,Male,Yes,57.0,Yes,Artist,0.0,Low,1.0,6.0,14.011,1.661,2.8510000000000004,4.6160000000000005,D
7654,Male,Yes,61.0,Yes,Artist,0.0,Low,2.0,6.0,0.392,4.677,6.349,1.625,B
7655,Female,No,19.0,No,Healthcare,1.0,Low,3.0,3.0,18.355999999999998,5.56,7.7139999999999995,-0.862,D
7657,Male,Yes,39.0,Yes,Artist,0.0,Average,2.0,4.0,15.429,-0.7609999999999999,10.096,4.54,C
7658,Male,Yes,37.0,Yes,Artist,0.0,average,4.0,3.0,3.5810000000000004,3.9619999999999997,1.324,4.738,A
7660,Female,No,22.0,No,Marketing,1.0,average,2.0,1.0,6.71,6.939,2.259,4.902,D
7661,Male,Yes,46.0,Yes,Artist,1.0,average,2.0,6.0,15.037,1.308,10.413,11.064,C
7662,Male,No,32.0,Yes,Doctor,0.0,Low,4.0,4.0,9.156,2.417,3.4130000000000003,11.72,D
7663,Male,No,36.0,Yes,Artist,13.0,Low,1.0,6.0,-5.962000000000001,4.928999999999999,1.9709999999999999,-3.8960000000000004,B
7664,Male,No,23.0,No,Healthcare,2.0,Low,3.0,2.0,18.135,7.721,-2.988,3.833,D
7665,Male,No,18.0,No,Healthcare,2.0,Low,3.0,6.0,5.845,5.638999999999999,4.4430000000000005,1.13,D
7666,Male,Yes,30.0,Yes,Entertainment,1.0,average,3.0,6.0,16.206,-1.395,10.825,16.186,C
7667,Male,Yes,71.0,No,Executive,0.0,High,4.0,6.0,9.597000000000001,11.73,12.98,8.797,C
7668,Male,Yes,47.0,Yes,Artist,1.0,Average,4.0,6.0,14.73,6.4510000000000005,17.884,1.686,C
7669,Male,No,45.0,Yes,Artist,0.0,Low,4.0,6.0,8.048,6.074,7.2829999999999995,1.4280000000000002,A
7670,Female,Yes,42.0,Yes,Engineer,1.0,Average,4.0,4.0,3.514,2.766,5.2620000000000005,2.582,A
7671,Male,Yes,32.0,Yes,Doctor,9.0,Average,3.0,6.0,2.108,5.127999999999999,6.0329999999999995,5.523,A
7672,Female,No,25.0,Yes,Artist,8.0,Low,1.0,6.0,3.552,-0.45299999999999996,6.172000000000001,5.329,B
7673,Male,No,28.0,Yes,Healthcare,1.0,Low,6.0,4.0,-0.452,1.473,4.559,4.466,B
7674,Male,Yes,35.0,Yes,Artist,1.0,Average,4.0,6.0,15.567,8.049,8.542,-2.002,C
7675,Male,Yes,47.0,No,Artist,3.0,Average,3.0,6.0,8.533,0.6609999999999999,13.401,12.448,C
7676,Male,Yes,41.0,No,Doctor,0.0,Average,2.0,4.0,4.207,4.4110000000000005,1.719,4.625,A
7677,Female,No,19.0,No,Healthcare,3.0,Low,3.0,6.0,5.142,9.554,4.746,6.154,D
7679,Female,No,40.0,No,Marketing,2.0,average,3.0,6.0,10.126,8.419,7.71,4.513,D
7680,Female,Yes,38.0,Yes,Doctor,0.0,Average,3.0,6.0,9.922,4.466,6.925,4.855,A
7681,Male,No,31.0,Yes,Entertainment,1.0,Low,3.0,6.0,10.216000000000001,8.058,1.151,6.095,A
7682,Male,Yes,87.0,Yes,Executive,1.0,High,2.0,6.0,12.431,3.5589999999999997,13.695,0.28,C
7683,Male,Yes,41.0,Yes,Entertainment,2.0,Low,2.0,4.0,7.41,11.164000000000001,9.978,11.001,C
7684,Female,Yes,63.0,Yes,Artist,7.0,Average,3.0,6.0,11.504000000000001,0.361,11.165999999999999,2.947,C
