,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop
5102,Male,No,55.0,Yes,Executive,1.0,low,5.0,6.0,5.819,0.463,13.172,1.796,C,5.312
5103,Male,Yes,57.0,Yes,Artist,0.0,average,4.0,6.0,5.7,2.389,8.222,8.971,C,6.32
5104,Male,Yes,35.0,No,Artist,1.0,average,3.0,4.0,4.696,5.131,1.445,8.004,A,4.819
5105,Male,No,33.0,No,Entertainment,8.0,low,1.0,6.0,6.53,5.361,6.349,1.391,A,4.908
5106,Male,Yes,68.0,Yes,Artist,0.0,average,3.0,6.0,6.085,7.707,3.021,3.797,A,5.153
5107,Male,Yes,60.0,Yes,Artist,1.0,low,1.0,3.0,7.648,4.433,4.889,3.228,A,5.05
5108,Male,Yes,52.0,Yes,Artist,0.0,low,2.0,6.0,6.735,3.013,-0.436,1.892,B,2.801
5109,Male,No,18.0,No,Healthcare,1.0,low,3.0,6.0,10.079,1.115,9.169,9.708,D,7.518
5110,Male,No,25.0,Yes,Artist,1.0,low,1.0,6.0,3.171,5.356,3.753,6.956,A,4.809
5111,Male,No,35.0,Yes,Entertainment,0.0,low,3.0,7.0,2.595,6.641,1.212,8.302,D,4.688
5112,Male,No,18.0,No,Doctor,0.0,low,6.0,4.0,12.894,6.454,3.493,1.577,D,6.104
5113,Female,Yes,77.0,Yes,Lawyer,0.0,high,2.0,6.0,3.112,3.471,-0.251,2.104,B,2.109
5114,Male,No,18.0,No,Healthcare,0.0,low,5.0,3.0,-0.188,12.498,6.944,10.151,D,7.351
5115,Male,No,18.0,No,Healthcare,0.0,low,3.0,6.0,14.257,2.867,2.862,9.086,D,7.268
5116,Female,No,25.0,No,Healthcare,0.0,low,5.0,2.0,15.555,14.643,16.111,6.004,C,13.078
5117,Male,Yes,49.0,Yes,Entertainment,0.0,low,1.0,6.0,4.345,4.405,1.804,2.363,A,3.229
5118,Female,No,37.0,Yes,Marketing,0.0,low,1.0,4.0,13.815,11.622,10.655,0.019,D,9.028
5119,Male,Yes,49.0,Yes,Artist,1.0,average,2.0,6.0,8.39,5.999,15.827,2.948,C,8.291
5120,Male,Yes,26.0,Yes,Entertainment,1.0,average,2.0,6.0,4.775,4.159,6.832,2.801,B,4.642
5121,Male,No,45.0,Yes,Entertainment,0.0,low,1.0,6.0,7.957,3.136,4.477,3.195,A,4.691
5122,Female,No,42.0,Yes,Artist,0.0,low,1.0,4.0,6.275,5.055,2.108,5.961,A,4.85
5123,Male,Yes,48.0,No,Marketing,0.0,low,5.0,6.0,10.49,5.873,4.654,10.846,D,7.966
5124,Male,No,23.0,No,Healthcare,1.0,low,4.0,6.0,13.806,4.711,9.438,10.507,D,9.615
5125,Female,Yes,52.0,Yes,Engineer,4.0,high,2.0,4.0,-2.081,9.317,2.082,0.309,B,2.407
5126,Male,Yes,81.0,Yes,Entertainment,1.0,low,1.0,6.0,9.184,5.205,11.035,8.219,D,8.411
5127,Male,Yes,60.0,Yes,Artist,0.0,low,1.0,6.0,5.668,6.329,2.375,0.189,B,3.64
5128,Male,Yes,57.0,Yes,Lawyer,1.0,high,2.0,6.0,1.339,9.771,6.108,0.701,B,4.48
5129,Female,No,21.0,No,Entertainment,1.0,low,4.0,6.0,14.425,9.894,6.507,7.445,C,9.568
5130,Male,Yes,32.0,Yes,Entertainment,0.0,average,3.0,6.0,10.789,4.41,3.163,5.57,A,5.983
5131,Male,Yes,50.0,Yes,Artist,0.0,average,2.0,6.0,1.445,2.246,0.583,-1.066,B,0.802
5132,Male,No,25.0,No,Entertainment,13.0,low,3.0,6.0,6.558,5.278,4.089,1.686,A,4.403
5133,Male,No,25.0,No,Healthcare,1.0,low,4.0,2.0,10.848,1.979,12.454,7.176,C,8.114
5134,Male,Yes,56.0,Yes,Artist,1.0,average,4.0,6.0,13.9,-0.306,10.909,5.674,C,7.544
5135,Female,No,36.0,Yes,Artist,9.0,low,2.0,6.0,9.565,5.062,15.345,7.434,C,9.352
5136,Female,No,46.0,Yes,Engineer,0.0,low,1.0,6.0,15.131,8.613,6.741,6.42,D,9.226
5137,Female,No,27.0,No,Doctor,1.0,low,3.0,7.0,5.762,6.113,6.32,1.678,A,4.968
5138,Male,No,21.0,No,Healthcare,1.0,low,4.0,3.0,9.732,-6.289,5.322,2.217,D,2.746
5139,Male,No,22.0,No,Healthcare,1.0,low,2.0,6.0,3.121,-0.04,2.16,6.894,D,3.034
5140,Male,No,53.0,Yes,Artist,2.0,average,2.0,2.0,3.943,3.349,3.519,2.064,B,3.219
5141,Female,Yes,41.0,Yes,Artist,1.0,low,2.0,6.0,11.462,8.154,5.719,5.816,A,7.788
5142,Male,Yes,53.0,Yes,Doctor,0.0,average,2.0,6.0,16.038,6.074,16.944,14.443,C,13.375
5143,Female,Yes,79.0,No,Engineer,0.0,high,2.0,4.0,8.776,3.306,4.771,4.631,A,5.371
5144,Female,No,33.0,No,Engineer,1.0,low,3.0,6.0,10.342,5.715,2.678,1.792,D,5.132
5145,Female,No,23.0,No,Healthcare,1.0,low,4.0,3.0,1.827,8.445,0.253,-0.532,D,2.498
5146,Male,Yes,40.0,Yes,Lawyer,1.0,high,2.0,6.0,4.076,8.392,6.159,5.287,A,5.978
5147,Male,Yes,35.0,Yes,Doctor,9.0,high,3.0,6.0,6.462,7.232,4.208,1.37,A,4.818
5148,Female,No,28.0,Yes,Doctor,1.0,low,3.0,3.0,6.854,10.012,9.973,2.408,C,7.312
5149,Male,Yes,36.0,No,Healthcare,1.0,low,2.0,3.0,7.867,6.619,3.434,-2.321,A,3.9
5150,Male,No,38.0,Yes,Artist,0.0,average,1.0,3.0,-1.733,8.051,3.682,4.272,B,3.568
5151,Female,Yes,43.0,Yes,Artist,4.0,high,3.0,6.0,20.757,0.241,10.465,9.357,C,10.205
5152,Male,Yes,47.0,No,Executive,0.0,high,4.0,6.0,4.792,3.394,1.167,4.555,B,3.477
5153,Male,No,22.0,No,Marketing,1.0,average,3.0,6.0,8.52,8.909,3.568,1.473,A,5.618
5154,Male,Yes,82.0,No,Executive,1.0,high,4.0,4.0,6.229,8.217,4.977,5.881,A,6.326
5155,Male,Yes,87.0,Yes,Lawyer,0.0,high,2.0,6.0,7.367,5.291,4.146,2.074,A,4.72
5156,Male,Yes,47.0,Yes,Artist,1.0,low,2.0,3.0,6.223,4.345,9.314,2.858,B,5.685
5157,Female,No,33.0,Yes,Artist,3.0,low,2.0,4.0,4.156,7.455,4.599,8.858,D,6.267
5158,Male,Yes,68.0,No,Executive,1.0,high,2.0,6.0,6.928,5.673,3.655,4.897,A,5.288
5159,Female,Yes,68.0,Yes,Artist,1.0,average,2.0,6.0,5.188,3.609,8.787,0.833,B,4.604
5160,Male,Yes,45.0,Yes,Executive,8.0,high,4.0,6.0,20.204,-1.018,0.622,14.558,C,8.592
5161,Male,Yes,49.0,Yes,Artist,0.0,average,3.0,6.0,12.055,13.802,11.006,5.362,C,10.556
5162,Male,No,18.0,No,Healthcare,0.0,low,8.0,6.0,13.511,9.625,6.918,0.509,D,7.641
5163,Female,No,45.0,Yes,Doctor,0.0,low,1.0,6.0,4.707,7.208,3.692,1.167,A,4.194
5164,Male,Yes,62.0,Yes,Doctor,5.0,average,1.0,6.0,4.32,2.315,3.597,-2.47,B,1.94
5165,Female,Yes,75.0,Yes,Lawyer,0.0,low,1.0,6.0,3.668,4.9,-0.646,-1.382,B,1.635
5166,Female,Yes,59.0,Yes,Homemaker,0.0,average,4.0,6.0,8.644,6.645,5.924,6.763,B,6.994
5167,Male,Yes,39.0,No,Entertainment,1.0,average,5.0,4.0,-4.375,1.544,4.428,0.731,B,0.582
5168,Male,Yes,68.0,No,Executive,1.0,high,2.0,4.0,4.725,3.556,2.997,1.273,D,3.138
5169,Male,Yes,50.0,Yes,Executive,0.0,high,4.0,6.0,2.495,2.749,9.899,2.404,B,4.387
5170,Male,Yes,47.0,Yes,Executive,8.0,high,4.0,6.0,3.191,1.162,6.009,11.946,C,5.577
5171,Female,No,41.0,Yes,Doctor,0.0,average,1.0,4.0,6.867,3.947,6.33,5.7,A,5.711
5172,Male,Yes,45.0,Yes,Executive,1.0,high,4.0,6.0,9.738,3.552,6.778,4.521,A,6.147
5173,Male,Yes,40.0,No,Doctor,1.0,average,5.0,4.0,7.546,6.877,7.568,5.493,A,6.871
5174,Female,Yes,27.0,No,Artist,6.0,high,5.0,2.0,5.922,3.722,4.255,3.054,A,4.238
5175,Male,Yes,43.0,No,Entertainment,3.0,low,3.0,6.0,10.131,9.507,-4.095,3.481,D,4.756
5176,Male,Yes,73.0,Yes,Artist,1.0,average,2.0,6.0,17.852,4.786,4.101,13.133,C,9.968
5177,Male,Yes,43.0,Yes,Engineer,0.0,average,2.0,6.0,1.929,6.626,4.469,3.158,B,4.045
5178,Female,Yes,82.0,Yes,Lawyer,1.0,low,1.0,6.0,5.5,7.395,1.797,0.835,A,3.882
5179,Male,Yes,55.0,Yes,Artist,0.0,high,2.0,3.0,4.801,5.369,2.225,4.111,A,4.126
5180,Male,Yes,41.0,No,Doctor,1.0,average,2.0,4.0,4.067,3.761,1.519,2.602,A,2.987
5181,Male,No,25.0,Yes,Entertainment,1.0,average,2.0,3.0,1.829,6.225,0.05,5.652,B,3.439
5182,Female,Yes,37.0,No,Engineer,0.0,average,2.0,6.0,6.176,5.771,5.097,7.289,A,6.083
5183,Female,Yes,51.0,Yes,Entertainment,1.0,average,2.0,4.0,4.949,2.552,5.185,2.385,B,3.768
5184,Male,Yes,69.0,No,Lawyer,0.0,low,1.0,6.0,13.081,9.34,3.785,-2.986,D,5.805
5185,Female,Yes,89.0,Yes,Entertainment,6.0,average,4.0,2.0,2.386,4.711,1.68,8.08,A,4.214
5186,Male,No,29.0,Yes,Healthcare,1.0,low,6.0,2.0,14.915,3.374,7.111,7.256,D,8.164
5187,Male,No,28.0,No,Entertainment,0.0,low,3.0,6.0,4.97,4.009,7.574,1.452,A,4.501
5188,Male,Yes,40.0,Yes,Artist,1.0,average,3.0,6.0,17.848,-5.25,2.399,7.46,C,5.614
5189,Female,No,38.0,Yes,Artist,7.0,low,2.0,6.0,3.294,7.662,-0.582,0.954,B,2.832
5190,Male,No,18.0,No,Healthcare,3.0,low,4.0,6.0,5.905,-1.188,5.099,3.957,D,3.443
5191,Male,Yes,81.0,Yes,Lawyer,1.0,high,2.0,6.0,3.178,3.472,5.367,1.793,B,3.453
5192,Male,Yes,45.0,Yes,Executive,2.0,average,4.0,2.0,0.386,-1.711,5.169,2.702,B,1.636
5193,Male,Yes,42.0,No,Executive,1.0,high,5.0,6.0,10.844,8.905,7.341,8.922,C,9.003
5194,Male,No,36.0,No,Marketing,0.0,low,1.0,6.0,13.366,1.245,2.033,0.428,D,4.268
5195,Male,Yes,30.0,Yes,Entertainment,0.0,low,2.0,6.0,4.723,4.925,3.411,4.696,A,4.439
5196,Female,No,33.0,Yes,Healthcare,0.0,low,3.0,6.0,6.743,5.418,4.567,1.951,D,4.67
5197,Male,Yes,37.0,No,Artist,0.0,average,2.0,6.0,13.112,8.872,5.091,13.887,C,10.24
5198,Male,Yes,35.0,No,Artist,9.0,low,3.0,7.0,7.552,3.412,5.876,2.894,A,4.934
5199,Female,No,31.0,Yes,Doctor,0.0,average,2.0,4.0,12.126,0.783,5.729,-4.237,D,3.6
5200,Female,Yes,53.0,No,Engineer,0.0,average,4.0,4.0,0.463,4.346,5.048,-3.047,B,1.702
5201,Male,No,40.0,Yes,Doctor,9.0,low,1.0,6.0,-0.255,8.046,7.028,2.173,B,4.248
5202,Male,Yes,80.0,Yes,Lawyer,2.0,low,1.0,6.0,5.815,5.063,5.345,2.376,A,4.65
5203,Male,Yes,30.0,Yes,Doctor,8.0,average,2.0,6.0,9.123,6.315,3.694,6.187,A,6.33
5204,Female,Yes,39.0,No,Engineer,1.0,average,3.0,6.0,11.765,8.337,9.922,4.302,D,8.582
5205,Female,No,18.0,No,Marketing,1.0,low,3.0,3.0,12.795,2.336,6.752,-7.445,D,3.61
5206,Male,No,32.0,No,Doctor,3.0,low,3.0,7.0,9.358,3.473,0.597,7.579,D,5.252
5207,Male,Yes,49.0,Yes,Marketing,0.0,average,5.0,6.0,12.049,5.594,1.373,2.917,D,5.483
5208,Male,Yes,67.0,Yes,Executive,0.0,high,4.0,6.0,11.996,15.028,15.383,13.6,C,14.002
5209,Male,No,47.0,No,Entertainment,1.0,low,1.0,6.0,5.829,7.365,5.583,4.78,A,5.889
5210,Female,Yes,26.0,No,Marketing,0.0,low,5.0,4.0,10.271,6.308,9.123,1.867,D,6.892
5211,Female,No,43.0,Yes,Artist,1.0,average,1.0,3.0,8.372,6.043,7.568,5.618,B,6.9
5212,Male,No,29.0,Yes,Doctor,0.0,average,2.0,3.0,5.999,6.785,4.776,5.883,A,5.861
5213,Female,Yes,67.0,No,Engineer,1.0,high,3.0,7.0,0.897,-2.146,5.243,0.011,B,1.001
5214,Male,No,41.0,Yes,Doctor,4.0,average,2.0,6.0,3.945,-3.456,5.326,3.302,B,2.279
5215,Male,No,40.0,Yes,Artist,14.0,low,2.0,2.0,4.865,6.777,7.194,3.305,A,5.535
5216,Male,No,18.0,No,Healthcare,1.0,low,4.0,6.0,5.645,5.427,3.784,4.718,D,4.893
5217,Male,No,29.0,No,Healthcare,2.0,low,5.0,6.0,13.632,9.785,3.407,3.481,D,7.576
5218,Female,Yes,51.0,No,Engineer,7.0,average,5.0,4.0,3.514,8.341,2.152,-0.804,B,3.301
5219,Male,No,32.0,Yes,Engineer,6.0,low,1.0,6.0,4.357,4.488,2.544,1.088,D,3.119
5220,Female,No,48.0,Yes,Artist,1.0,low,1.0,2.0,1.808,4.744,9.086,-1.056,B,3.646
5221,Male,No,22.0,No,Artist,1.0,low,3.0,6.0,13.213,15.732,4.423,4.078,D,9.362
5222,Female,Yes,35.0,Yes,Entertainment,1.0,average,2.0,6.0,3.673,5.992,4.367,6.201,A,5.058
5223,Female,No,51.0,Yes,Artist,2.0,low,1.0,6.0,1.0,6.198,8.784,0.352,B,4.084
5224,Female,Yes,46.0,No,Engineer,8.0,average,1.0,6.0,9.768,6.212,5.298,3.74,A,6.254
5225,Female,No,27.0,Yes,Healthcare,1.0,low,5.0,6.0,10.726,9.534,9.561,10.342,C,10.041
5226,Female,Yes,56.0,Yes,Artist,0.0,average,4.0,6.0,9.729,3.916,4.046,14.24,C,7.983
5227,Male,Yes,50.0,Yes,Artist,4.0,average,4.0,3.0,0.87,0.526,2.189,0.58,B,1.041
5228,Male,Yes,59.0,Yes,Healthcare,0.0,low,3.0,4.0,5.422,4.859,12.249,-3.323,D,4.802
5229,Female,Yes,61.0,Yes,Artist,0.0,low,1.0,6.0,19.981,-4.717,5.023,5.168,C,6.364
5230,Male,No,32.0,Yes,Doctor,9.0,low,1.0,6.0,6.528,3.691,1.166,5.29,A,4.169
5231,Female,No,26.0,Yes,Healthcare,1.0,low,5.0,4.0,10.947,9.654,11.01,5.129,C,9.185
5232,Female,No,23.0,No,Healthcare,1.0,average,4.0,6.0,8.497,1.455,7.365,7.35,D,6.167
5233,Male,Yes,50.0,Yes,Executive,1.0,high,6.0,6.0,2.888,5.22,13.602,13.065,C,8.694
5234,Male,No,22.0,No,Marketing,0.0,low,4.0,2.0,14.44,9.046,21.593,2.585,C,11.916
5235,Female,No,29.0,No,Marketing,4.0,low,3.0,6.0,3.672,7.033,9.565,-2.903,B,4.342
5236,Male,Yes,46.0,Yes,Artist,1.0,average,3.0,6.0,1.371,3.573,3.155,-1.447,B,1.663
5237,Male,No,43.0,Yes,Artist,1.0,low,4.0,6.0,10.709,2.987,5.123,7.68,D,6.625
5238,Male,No,33.0,No,Artist,1.0,low,3.0,3.0,13.994,10.116,11.468,5.47,C,10.262
5239,Female,Yes,85.0,Yes,Lawyer,0.0,low,1.0,3.0,12.355,5.316,5.564,2.457,D,6.423
5240,Male,Yes,57.0,Yes,Entertainment,1.0,low,3.0,3.0,11.885,5.563,6.648,11.814,C,8.978
5241,Male,Yes,43.0,Yes,Artist,9.0,high,2.0,4.0,6.297,3.823,1.996,1.578,B,3.424
5242,Female,No,18.0,No,Healthcare,0.0,low,4.0,3.0,9.811,2.914,5.54,3.932,D,5.549
5243,Male,Yes,87.0,No,Artist,1.0,average,1.0,6.0,6.518,5.951,4.728,4.317,A,5.379
5244,Male,Yes,25.0,Yes,Entertainment,1.0,low,2.0,6.0,7.868,-1.385,6.87,6.275,A,4.907
5245,Female,Yes,48.0,Yes,Artist,1.0,high,3.0,6.0,14.174,8.749,13.054,11.844,C,11.955
5246,Female,No,32.0,No,Entertainment,1.0,low,3.0,6.0,7.612,6.828,4.885,2.136,A,5.365
5247,Female,No,38.0,Yes,Artist,7.0,low,7.0,2.0,11.495,0.116,10.316,12.268,C,8.549
5248,Female,No,31.0,No,Doctor,1.0,average,2.0,6.0,5.096,6.166,2.634,2.997,A,4.223
5249,Female,Yes,36.0,No,Executive,9.0,average,5.0,4.0,8.174,5.723,6.79,4.358,A,6.261
5250,Male,No,37.0,Yes,Healthcare,0.0,low,2.0,6.0,12.723,-0.101,5.315,0.323,D,4.565
5251,Female,Yes,40.0,Yes,Doctor,1.0,low,2.0,6.0,7.933,6.362,3.442,3.688,A,5.356
5252,Male,No,18.0,No,Healthcare,5.0,low,4.0,4.0,3.286,11.748,7.911,3.415,D,6.59
5253,Female,No,26.0,No,Healthcare,0.0,average,6.0,5.0,7.001,4.873,1.931,3.813,A,4.404
5254,Female,No,23.0,No,Healthcare,1.0,average,2.0,7.0,7.734,5.537,-0.27,0.429,D,3.358
5255,Male,No,27.0,Yes,Healthcare,9.0,average,2.0,6.0,5.96,1.064,-0.378,4.931,D,2.894
5256,Female,No,20.0,No,Healthcare,1.0,low,3.0,6.0,17.231,0.691,3.13,10.142,D,7.798
5257,Male,Yes,47.0,No,Artist,1.0,average,4.0,6.0,11.77,1.171,12.435,5.797,C,7.793
5258,Male,Yes,50.0,No,Entertainment,1.0,average,3.0,6.0,5.205,1.247,-0.464,4.205,B,2.548
5259,Female,Yes,49.0,Yes,Artist,1.0,average,2.0,6.0,8.918,2.041,10.031,12.125,C,8.279
5260,Male,Yes,29.0,Yes,Healthcare,1.0,low,3.0,3.0,9.994,10.717,7.313,-3.816,D,6.052
5261,Male,Yes,37.0,Yes,Executive,6.0,high,3.0,6.0,14.298,2.904,2.875,7.332,D,6.852
5262,Female,Yes,58.0,Yes,Artist,0.0,low,3.0,6.0,12.427,-3.616,13.803,13.695,C,9.077
5263,Male,Yes,59.0,No,Engineer,1.0,average,3.0,6.0,8.443,11.31,1.088,5.109,C,6.488
5264,Male,No,21.0,No,Marketing,0.0,low,5.0,1.0,8.006,5.531,1.084,5.612,D,5.058
5265,Female,Yes,42.0,Yes,Artist,1.0,average,4.0,6.0,1.884,5.816,1.962,5.777,A,3.86
5266,Male,No,29.0,No,Healthcare,0.0,average,6.0,6.0,6.521,4.781,8.099,4.243,B,5.911
5267,Male,No,33.0,Yes,Healthcare,1.0,low,5.0,6.0,2.84,2.261,9.747,2.008,B,4.214
5268,Female,No,40.0,Yes,Doctor,9.0,low,2.0,6.0,-3.245,5.36,2.081,-1.593,B,0.651
5269,Male,Yes,37.0,Yes,Artist,0.0,low,3.0,6.0,6.919,7.424,4.596,2.293,A,5.308
5270,Male,Yes,60.0,Yes,Entertainment,1.0,average,3.0,6.0,17.645,7.421,8.716,3.986,C,9.442
5271,Male,Yes,55.0,Yes,Doctor,0.0,low,1.0,6.0,3.796,10.148,7.283,14.535,C,8.94
5272,Male,Yes,40.0,Yes,Artist,1.0,average,2.0,6.0,16.645,8.29,10.305,16.368,C,12.902
5273,Male,No,36.0,Yes,Artist,1.0,low,3.0,6.0,2.122,3.575,4.385,2.244,B,3.082
5274,Male,No,47.0,Yes,Artist,9.0,low,2.0,6.0,4.171,5.709,-1.345,3.566,B,3.025
5275,Male,Yes,52.0,Yes,Artist,6.0,average,2.0,6.0,4.8,3.854,5.784,0.986,B,3.856
5276,Female,Yes,42.0,No,Executive,0.0,average,5.0,4.0,5.165,8.104,3.794,4.827,A,5.472
5277,Male,No,32.0,No,Healthcare,0.0,low,3.0,6.0,14.763,6.452,4.561,0.743,D,6.63
5278,Female,No,33.0,Yes,Engineer,1.0,average,2.0,4.0,6.787,5.389,-0.897,7.215,D,4.624
5279,Female,No,25.0,No,Artist,1.0,low,1.0,4.0,1.199,0.752,2.715,-3.326,B,0.335
5280,Male,Yes,68.0,Yes,Entertainment,1.0,average,2.0,6.0,11.808,8.448,10.212,11.747,C,10.554
5281,Male,Yes,36.0,Yes,Entertainment,4.0,average,2.0,2.0,1.977,5.714,3.034,-0.336,B,2.597
5282,Male,Yes,51.0,Yes,Artist,1.0,average,4.0,6.0,14.043,1.425,13.598,8.227,C,9.323
5283,Female,Yes,47.0,No,Engineer,1.0,average,5.0,4.0,1.955,3.678,6.565,2.617,B,3.704
5284,Male,Yes,62.0,Yes,Artist,0.0,high,2.0,6.0,9.458,13.343,5.24,9.193,C,9.308
5285,Male,No,32.0,Yes,Doctor,4.0,low,5.0,6.0,9.129,-1.868,6.905,0.088,D,3.564
5286,Female,Yes,66.0,No,Artist,1.0,average,2.0,6.0,5.333,6.6,5.149,2.446,B,4.882
5287,Female,Yes,40.0,Yes,Artist,0.0,low,1.0,6.0,4.61,5.159,0.284,-0.439,B,2.404
5288,Female,Yes,60.0,Yes,Artist,0.0,high,2.0,6.0,4.709,3.288,15.04,8.887,C,7.981
5289,Male,No,45.0,No,Artist,2.0,low,1.0,6.0,0.099,6.548,1.174,3.328,B,2.787
5290,Female,Yes,48.0,Yes,Homemaker,1.0,average,2.0,3.0,5.696,5.387,4.09,1.124,B,4.074
5291,Male,Yes,76.0,Yes,Lawyer,1.0,low,2.0,3.0,2.988,5.549,1.562,2.591,A,3.172
5292,Male,Yes,53.0,Yes,Engineer,4.0,low,3.0,3.0,3.137,2.382,2.018,3.072,B,2.652
5293,Male,Yes,83.0,No,Executive,1.0,high,3.0,6.0,8.072,6.936,2.682,3.271,B,5.24
5294,Female,Yes,79.0,Yes,Lawyer,1.0,average,2.0,6.0,1.378,4.668,7.381,3.348,B,4.194
5295,Female,Yes,49.0,Yes,Engineer,0.0,average,1.0,2.0,0.122,8.288,6.199,-2.984,B,2.906
5296,Female,Yes,76.0,Yes,Lawyer,0.0,high,2.0,6.0,-1.445,2.192,0.382,-2.393,B,-0.316
5297,Male,Yes,37.0,No,Engineer,12.0,average,5.0,4.0,5.838,6.926,5.437,0.919,B,4.78
5298,Female,Yes,37.0,Yes,Artist,1.0,average,6.0,3.0,3.88,2.057,6.321,1.147,B,3.351
5299,Female,Yes,35.0,No,Artist,0.0,low,2.0,6.0,-5.579,0.718,3.05,0.439,B,-0.343
5300,Female,Yes,31.0,No,Homemaker,12.0,average,2.0,6.0,2.17,3.851,-1.373,4.322,B,2.242
5301,Male,No,21.0,No,Marketing,1.0,low,5.0,6.0,1.305,8.71,3.858,-1.924,B,2.987
5302,Male,No,71.0,Yes,Entertainment,1.0,low,2.0,6.0,6.431,4.974,8.69,7.696,C,6.948
5303,Female,No,27.0,No,Engineer,1.0,low,4.0,5.0,8.511,5.36,2.774,0.72,A,4.341
5304,Male,Yes,52.0,No,Homemaker,1.0,average,4.0,6.0,5.868,7.509,5.258,2.653,A,5.322
5305,Male,Yes,72.0,No,Engineer,1.0,high,3.0,6.0,6.101,6.343,5.61,9.215,D,6.817
5306,Male,Yes,43.0,Yes,Artist,2.0,average,4.0,3.0,-0.297,1.668,10.691,10.999,C,5.765
5307,Male,Yes,46.0,Yes,Artist,0.0,low,2.0,6.0,0.938,7.173,1.898,4.437,B,3.611
5308,Male,Yes,88.0,No,Lawyer,1.0,low,1.0,6.0,3.393,8.433,4.904,3.375,A,5.026
5309,Male,No,29.0,No,Healthcare,1.0,low,6.0,6.0,7.931,9.055,11.335,3.297,D,7.905
5310,Male,No,27.0,No,Engineer,0.0,low,5.0,6.0,14.182,0.499,6.483,8.57,D,7.434
5311,Male,Yes,55.0,Yes,Lawyer,1.0,low,4.0,3.0,24.353,14.159,-0.007,6.253,C,11.19
5312,Male,No,20.0,No,Healthcare,4.0,low,5.0,2.0,6.318,9.188,4.882,6.717,D,6.776
5313,Male,No,38.0,Yes,Entertainment,1.0,low,1.0,7.0,5.19,4.426,6.964,3.591,A,5.043
5314,Female,No,29.0,No,Homemaker,1.0,low,6.0,6.0,8.851,13.769,6.208,5.283,D,8.528
5315,Female,Yes,48.0,Yes,Doctor,1.0,average,4.0,6.0,17.206,13.462,7.871,6.316,C,11.214
5316,Female,No,65.0,Yes,Lawyer,0.0,low,1.0,6.0,5.789,3.228,5.048,6.709,A,5.194
5317,Male,Yes,51.0,No,Engineer,1.0,average,7.0,6.0,6.227,7.778,5.128,-2.264,B,4.217
5318,Female,No,21.0,No,Healthcare,0.0,low,5.0,6.0,10.426,5.426,10.262,7.122,D,8.309
5319,Female,No,42.0,Yes,Artist,0.0,low,1.0,6.0,7.045,4.72,4.573,3.315,A,4.913
5320,Male,Yes,56.0,No,Marketing,1.0,average,3.0,4.0,-2.642,8.401,-0.404,1.726,B,1.77
5321,Female,Yes,86.0,Yes,Lawyer,9.0,high,2.0,6.0,17.514,2.692,16.03,14.751,C,12.747
5322,Male,Yes,59.0,Yes,Artist,0.0,average,4.0,6.0,7.295,6.371,10.584,1.667,C,6.479
5323,Male,Yes,86.0,Yes,Executive,1.0,high,2.0,6.0,13.217,11.644,6.017,7.201,C,9.52
5324,Male,Yes,59.0,Yes,Artist,4.0,high,2.0,7.0,3.629,3.4,6.504,-0.116,D,3.354
5325,Male,Yes,38.0,Yes,Doctor,3.0,average,2.0,6.0,11.088,7.178,15.209,8.46,C,10.484
5326,Female,No,31.0,Yes,Marketing,0.0,low,1.0,6.0,9.784,7.118,9.036,3.659,D,7.399
5327,Female,Yes,48.0,Yes,Artist,10.0,low,2.0,6.0,2.833,4.484,-0.037,4.04,B,2.83
5328,Female,No,33.0,No,Engineer,9.0,low,4.0,3.0,0.098,2.829,5.437,-0.692,B,1.918
5329,Male,Yes,40.0,Yes,Entertainment,9.0,average,3.0,6.0,5.99,3.688,3.619,-4.468,B,2.207
5330,Female,Yes,49.0,Yes,Artist,1.0,average,4.0,6.0,15.394,2.258,11.297,8.458,C,9.352
5331,Female,Yes,48.0,Yes,Artist,8.0,average,2.0,6.0,4.582,6.513,5.633,-2.254,A,3.618
5332,Male,Yes,37.0,Yes,Artist,1.0,average,3.0,6.0,3.847,3.39,-0.294,2.356,B,2.325
5333,Male,No,28.0,Yes,Healthcare,7.0,low,4.0,2.0,7.724,8.998,10.662,0.905,C,7.072
5334,Female,Yes,33.0,Yes,Doctor,0.0,average,2.0,6.0,-2.731,5.375,-0.919,-2.128,B,-0.101
5335,Male,Yes,27.0,No,Entertainment,0.0,low,1.0,4.0,4.45,1.513,5.288,6.275,A,4.382
5336,Male,Yes,39.0,Yes,Artist,3.0,average,4.0,6.0,4.114,2.132,2.728,-0.698,B,2.069
5337,Female,Yes,87.0,No,Lawyer,0.0,low,1.0,6.0,17.393,17.254,20.597,9.433,C,16.169
5338,Male,No,30.0,Yes,Healthcare,1.0,low,4.0,6.0,8.324,7.903,1.084,5.996,B,5.827
5339,Female,Yes,51.0,Yes,Artist,1.0,high,5.0,6.0,15.169,9.272,9.977,6.054,C,10.118
5340,Male,Yes,46.0,Yes,Executive,1.0,high,5.0,6.0,5.559,1.385,3.434,4.863,B,3.81
5341,Female,No,55.0,No,Entertainment,3.0,low,1.0,6.0,2.388,0.29,6.525,-0.456,A,2.187
5342,Male,No,39.0,No,Entertainment,0.0,low,4.0,6.0,4.808,5.914,4.792,5.692,A,5.302
