Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
Male,Yes,37.0,Yes,Executive,1.0,average,2.0,6,0.73,3.758,4.485,1.398,B
Female,No,51.0,Yes,Artist,0.0,low,1.0,6,7.215,6.552,6.881,4.939,A
Male,No,22.0,No,Healthcare,1.0,low,3.0,6,13.437,6.057,3.313,6.255,D
Male,Yes,28.0,Yes,Artist,1.0,average,2.0,6,3.586,3.452,2.989,1.626,B
Female,No,22.0,No,Healthcare,1.0,low,8.0,4,9.492,3.398,7.203,5.69,D
Female,Yes,48.0,Yes,Homemaker,1.0,high,2.0,2,20.326,12.346,11.813,7.932,C
Female,No,23.0,No,Healthcare,1.0,low,4.0,6,4.154,4.524,6.552,3.279,D
Female,No,31.0,No,Engineer,1.0,low,8.0,4,7.301,3.827,4.218,2.128,A
Male,Yes,37.0,No,Artist,1.0,average,5.0,3,7.028,1.645,5.883,10.237,C
Male,Yes,50.0,Yes,Doctor,1.0,average,4.0,6,10.364,1.89,9.819,12.716,C
Male,Yes,42.0,Yes,Doctor,2.648,average,4.0,6,15.536,16.188,15.184,10.021,C
Female,No,50.0,Yes,Executive,1.0,low,1.0,6,10.213,5.637,5.76,4.27,A
Female,No,43.0,Yes,Artist,1.0,low,1.0,6,5.415,-0.649,4.019,-5.65,D
Male,No,20.0,No,Marketing,0.0,low,4.0,6,16.049,8.804,7.671,12.4,C
Female,No,28.0,Yes,Entertainment,0.0,low,4.0,2,2.488,2.555,0.363,-4.067,B
Female,No,33.0,No,Healthcare,7.0,low,6.0,6,15.281,9.264,10.397,14.179,C
Female,No,49.0,Yes,Artist,0.0,low,1.0,2,4.0,6.213,2.07,0.987,B
Male,No,43.0,No,Artist,6.0,low,5.0,2,1.655,8.966,9.463,4.343,B
Female,No,40.0,Yes,Healthcare,9.0,low,1.0,4,5.064,8.516,13.672,6.465,D
Female,No,21.0,No,Doctor,0.0,low,3.0,6,10.829,7.341,12.753,7.826,C
Female,Yes,36.0,No,Engineer,1.0,low,5.0,4,4.412,1.978,7.344,1.141,A
Male,Yes,49.0,No,Doctor,1.0,average,3.0,4,5.109,5.115,4.082,3.703,A
Female,Yes,36.0,Yes,Entertainment,0.0,average,2.0,3,9.27,5.281,5.909,4.393,A
Male,Yes,56.0,Yes,Artist,2.648,average,2.0,6,2.596,3.217,2.825,1.902,B
Female,No,32.0,Yes,Marketing,8.0,low,1.0,6,11.21,8.243,0.354,11.153,D
Female,Yes,48.0,Yes,Artist,4.0,average,2.0,6,7.646,7.363,13.227,5.771,C
Female,Yes,66.0,No,Lawyer,2.648,high,2.0,4,11.777,0.056,2.586,-0.903,D
Female,No,43.0,Yes,Homemaker,2.648,low,1.0,4,2.796,7.018,2.47,1.282,A
Male,Yes,69.0,No,Entertainment,3.0,low,8.0,6,4.396,3.608,3.414,4.391,A
Female,No,27.0,Yes,Healthcare,2.648,low,4.0,6,2.645,5.887,4.444,1.331,B
Female,Yes,67.0,Yes,Engineer,1.0,low,1.0,6,3.128,6.459,5.238,1.467,A
Female,Yes,32.0,No,Engineer,3.0,low,2.0,6,18.291,4.279,13.036,10.751,C
Female,No,51.0,No,Artist,2.648,average,3.0,4,4.638,6.987,5.968,2.129,B
Male,Yes,43.0,No,Entertainment,2.648,average,2.849,6,7.765,0.295,1.947,2.033,B
Male,Yes,36.0,No,Engineer,0.0,average,2.0,6,2.226,6.817,6.291,-0.56,B
Male,Yes,43.0,Yes,Executive,6.0,high,3.0,6,7.597,6.597,8.242,13.293,C
Male,Yes,36.0,Yes,Artist,9.0,average,5.0,4,9.143,12.392,-2.353,-2.349,D
Male,No,23.0,No,Healthcare,3.0,low,4.0,4,-1.358,9.383,15.988,-1.143,D
Male,Yes,36.0,Yes,Artist,0.0,average,2.0,7,14.282,6.483,0.979,11.494,C
Female,Yes,50.0,Yes,Artist,8.0,average,2.0,6,-1.633,10.663,8.023,1.404,B
Male,No,22.0,No,Healthcare,1.0,average,4.0,4,9.927,4.711,5.447,0.396,D
Female,Yes,62.0,Yes,Artist,2.648,high,3.0,6,9.474,4.477,14.517,6.578,C
Female,Yes,35.0,Yes,Doctor,0.0,average,3.0,6,11.503,6.426,9.06,3.052,C
Female,Yes,52.0,Yes,Artist,0.0,average,2.0,6,9.921,4.215,9.876,14.504,C
Female,Yes,68.0,Yes,Lawyer,0.0,average,3.0,6,14.76,3.764,3.972,6.7,C
Female,No,28.0,Yes,Healthcare,2.648,low,1.0,3,5.879,8.684,6.765,3.835,A
Male,No,49.0,Yes,Entertainment,0.0,low,1.0,2,2.4,1.493,3.864,-3.444,B
Male,Yes,43.47,Yes,Artist,0.0,average,2.0,4,15.258,5.508,15.82,7.834,C
Male,Yes,53.0,Yes,Artist,9.0,average,2.0,6,-1.013,1.753,6.954,-4.134,B
Female,Yes,70.0,No,Engineer,7.0,low,1.0,3,1.232,1.734,6.408,-0.548,B
Female,No,43.0,Yes,Artist,8.0,low,4.0,6,6.024,2.659,3.438,6.514,D
Male,Yes,83.0,Yes,Executive,0.0,high,2.0,6,6.855,3.888,1.76,5.396,A
Female,No,25.0,Yes,Entertainment,9.0,low,2.0,6,3.118,1.357,7.756,5.774,A
Male,Yes,45.0,Yes,Artist,0.0,average,4.0,6,11.744,10.744,11.193,8.289,C
Female,No,29.0,Yes,Engineer,1.0,average,1.0,6,4.17,7.339,5.413,4.686,A
Female,Yes,65.0,Yes,Lawyer,0.0,low,1.0,6,8.578,4.171,2.879,1.798,A
Female,Yes,46.0,Yes,Artist,0.0,high,4.0,6,5.796,2.804,3.835,-1.294,B
Male,Yes,59.0,Yes,Artist,8.0,low,1.0,6,-3.153,1.843,1.151,5.61,B
Female,No,30.0,Yes,Healthcare,0.0,low,2.0,6,14.062,0.193,4.54,17.257,C
Male,Yes,29.0,No,Healthcare,5.0,low,2.0,6,3.306,-0.9,2.191,-0.47,D
Male,Yes,58.0,Yes,Artist,9.0,low,1.0,6,5.748,0.56,6.103,-5.454,B
Male,Yes,71.0,No,Artist,1.0,low,5.0,6,9.703,17.455,11.056,11.798,C
Male,Yes,53.0,No,Executive,1.0,low,5.0,6,3.866,3.071,6.29,2.384,A
Male,No,43.47,No,Healthcare,1.0,low,3.0,6,10.452,12.242,8.347,5.64,C
Male,Yes,36.0,Yes,Doctor,8.0,average,4.0,3,16.249,4.379,2.901,9.224,C
Male,No,33.0,No,Engineer,0.0,low,4.0,1,8.392,10.469,1.769,-3.165,D
Male,No,32.0,Yes,Engineer,0.0,low,3.0,4,-3.895,2.614,2.782,-2.041,B
Male,Yes,41.0,Yes,Engineer,2.648,average,5.0,6,14.277,7.638,7.158,13.259,C
Female,No,49.0,Yes,Entertainment,0.0,low,1.0,3,12.19,3.751,12.099,-6.592,D
Male,Yes,84.0,No,Lawyer,1.0,high,2.0,6,-1.517,7.262,1.434,0.869,B
Male,Yes,30.0,Yes,Healthcare,0.0,low,4.0,5,7.205,6.776,3.382,5.028,A
Female,Yes,41.0,Yes,Artist,5.0,high,3.0,5,-1.317,4.905,8.071,-1.305,B
Male,No,25.0,No,Healthcare,4.0,low,5.0,6,15.895,3.633,8.313,14.836,D
Male,Yes,26.0,Yes,Healthcare,9.0,high,3.0,2,11.047,-0.882,4.256,9.29,D
Female,No,27.0,No,Doctor,0.0,low,5.0,3,8.439,3.99,4.71,0.582,A
Female,Yes,80.0,Yes,Lawyer,0.0,low,1.0,6,13.335,9.178,9.994,5.88,C
Female,No,28.0,Yes,Healthcare,2.648,low,3.0,2,5.654,2.0,8.139,9.587,D
Female,Yes,66.0,Yes,Artist,0.0,low,2.0,6,14.845,1.323,10.906,3.949,C
Male,Yes,58.0,No,Executive,1.0,high,5.0,6,-2.546,6.714,0.625,1.1,B
Female,No,42.0,Yes,Doctor,0.0,low,3.0,6,1.428,2.295,10.138,-2.499,B
Female,No,37.0,Yes,Artist,0.0,low,3.0,6,4.543,4.592,5.788,-4.399,B
Male,Yes,49.0,Yes,Artist,0.0,average,1.0,6,16.32,4.435,9.929,12.928,C
Male,No,39.0,Yes,Entertainment,3.0,average,2.0,1,8.538,2.959,5.192,4.922,A
Female,No,21.0,No,Healthcare,2.648,low,5.0,6,6.897,4.254,3.289,9.732,D
Male,Yes,43.47,No,Lawyer,0.0,low,3.0,6,9.726,6.698,8.844,10.607,C
Female,Yes,50.0,Yes,Artist,1.0,high,5.0,6,14.097,8.289,13.482,13.871,C
Male,Yes,37.0,Yes,Entertainment,8.0,average,2.0,3,6.495,8.074,5.768,4.12,B
Male,Yes,61.0,No,Entertainment,1.0,low,2.0,6,3.74,2.831,5.763,3.222,A
Male,Yes,52.0,Yes,Executive,1.0,high,4.0,1,15.212,-2.068,8.7,4.149,C
Female,No,23.0,No,Healthcare,1.0,low,4.0,6,8.609,-1.943,8.356,-0.435,D
Male,Yes,35.0,Yes,Artist,2.648,average,3.0,2,16.251,3.509,13.003,-0.021,C
Female,No,27.0,Yes,Engineer,9.0,low,7.0,3,16.969,6.046,10.35,16.641,C
Male,No,43.0,Yes,Artist,1.0,low,2.0,6,5.934,3.837,8.695,2.741,A
Female,No,35.0,No,Entertainment,1.0,average,1.0,6,-0.574,1.357,3.969,0.1,B
Female,Yes,52.0,No,Executive,1.0,low,1.0,3,4.927,4.516,6.406,1.944,A
Male,Yes,31.0,No,Doctor,2.648,average,2.0,6,2.238,1.829,7.395,3.732,D
Female,No,43.47,Yes,Doctor,0.0,low,2.849,4,6.181,4.858,4.157,4.123,A
Male,Yes,48.0,Yes,Executive,0.0,high,4.0,6,19.362,12.077,20.074,11.234,C
Male,No,26.0,No,Artist,8.0,low,5.0,5,5.423,7.51,5.612,4.087,A
Female,No,49.0,Yes,Artist,1.0,low,2.0,2,8.898,15.63,10.463,2.656,C
Male,No,37.0,Yes,Entertainment,0.0,low,1.0,6,5.205,2.791,3.606,4.779,A
Male,No,30.0,No,Executive,13.0,average,4.0,3,11.22,-0.291,14.829,4.849,D
Male,No,43.0,No,Entertainment,0.0,average,1.0,4,8.058,5.399,6.238,-0.873,D
Female,No,42.0,Yes,Artist,0.0,low,3.0,6,9.988,6.238,10.779,8.959,C
Male,Yes,60.0,Yes,Artist,0.0,average,2.0,5,18.051,8.175,7.78,11.133,C
Male,Yes,71.0,No,Executive,1.0,high,2.849,1,3.84,5.102,4.657,3.501,A
Female,No,23.0,No,Healthcare,4.0,average,7.0,3,4.882,0.335,1.156,9.455,D
Male,Yes,81.0,Yes,Lawyer,9.0,low,1.0,6,4.07,2.477,5.682,0.939,B
Female,Yes,45.0,Yes,Engineer,2.0,low,1.0,4,10.557,3.488,5.262,4.12,A
Male,No,33.0,Yes,Artist,1.0,low,2.0,6,16.2,9.762,5.237,4.876,C
Male,No,25.0,No,Entertainment,8.0,low,2.0,4,5.937,0.378,7.182,5.175,D
Male,Yes,38.0,No,Executive,1.0,average,5.0,2,-1.349,3.251,3.686,1.658,B
Male,Yes,25.0,Yes,Executive,8.0,high,2.0,6,4.396,3.405,2.266,3.066,A
Male,Yes,62.0,Yes,Artist,1.0,high,2.0,6,4.446,4.066,7.615,1.897,B
Male,Yes,45.0,Yes,Artist,1.0,low,4.0,3,-2.555,3.426,5.243,-3.262,B
Female,No,63.0,Yes,Artist,1.0,low,2.0,6,6.209,7.801,1.37,3.143,B
Female,Yes,39.0,Yes,Artist,0.0,high,2.0,6,5.073,4.517,7.405,3.028,A
Female,No,25.0,No,Engineer,1.0,low,1.0,6,4.03,2.64,4.693,3.819,B
Female,No,67.0,Yes,Artist,0.0,low,1.0,7,3.898,1.782,2.025,4.906,B
Male,Yes,81.0,Yes,Entertainment,1.0,low,1.0,6,1.864,1.262,7.437,13.435,D
Male,No,31.0,Yes,Artist,1.0,low,4.0,7,7.926,13.343,9.786,12.877,C
Male,No,22.0,No,Healthcare,1.0,low,4.0,6,13.83,6.43,7.439,1.646,D
Female,Yes,73.0,No,Lawyer,2.648,high,2.0,1,5.887,2.369,8.154,4.628,A
Female,No,33.0,No,Engineer,1.0,low,2.0,4,4.688,0.854,-0.608,0.686,B
Female,Yes,42.0,No,Artist,8.0,high,5.0,6,3.884,9.463,3.228,2.921,B
Male,Yes,25.0,No,Executive,4.0,average,8.0,4,3.753,6.204,7.079,6.052,D
Male,Yes,66.0,Yes,Artist,2.648,average,2.0,6,12.846,1.948,10.666,6.538,C
Female,Yes,41.0,Yes,Artist,1.0,high,2.0,5,1.78,6.263,-0.24,-0.273,B
Female,Yes,40.0,Yes,Artist,1.0,low,1.0,6,13.093,2.726,7.259,6.115,D
Female,Yes,50.0,Yes,Artist,0.0,average,2.0,6,9.587,0.363,10.321,4.974,C
Female,No,36.0,Yes,Entertainment,8.0,low,1.0,6,6.825,5.742,7.958,4.424,A
Female,No,31.0,No,Entertainment,9.0,low,4.0,6,10.987,9.23,14.509,11.37,C
Female,Yes,63.0,Yes,Artist,0.0,average,2.0,6,16.856,10.007,8.688,8.77,C
Male,Yes,57.0,No,Executive,0.0,high,4.0,6,7.975,3.055,10.255,2.803,A
Female,No,43.47,Yes,Artist,0.0,low,1.0,6,4.061,6.001,3.817,4.623,A
Male,Yes,39.0,No,Executive,2.648,high,4.0,3,4.764,2.608,10.235,6.397,D
Female,Yes,45.0,Yes,Artist,8.0,high,3.0,6,-0.597,8.639,1.531,1.614,B
Female,No,32.0,No,Healthcare,0.0,low,2.849,7,9.69,0.672,3.226,-1.561,D
Male,No,25.0,Yes,Healthcare,1.0,low,3.0,6,14.775,9.275,4.438,-0.938,D
Female,No,22.0,No,Healthcare,0.0,average,4.0,4,10.019,-0.312,7.066,10.25,D
Female,No,38.0,Yes,Artist,1.0,low,3.0,6,7.221,1.606,5.995,3.164,A
Male,Yes,37.0,Yes,Artist,9.0,average,2.0,6,15.882,8.241,14.489,3.837,C
Male,Yes,78.0,No,Lawyer,1.0,high,2.0,2,3.906,4.287,4.164,0.088,A
Female,Yes,37.0,Yes,Artist,2.0,average,2.0,5,6.936,-1.961,6.171,-1.548,B
Male,Yes,43.0,Yes,Healthcare,5.0,average,2.0,6,8.656,12.134,1.839,7.328,D
Male,No,23.0,No,Healthcare,1.0,low,4.0,5,16.42,6.875,2.226,8.332,D
Male,Yes,43.0,Yes,Artist,2.0,average,2.0,6,14.072,7.821,11.778,7.034,C
Male,Yes,71.0,No,Lawyer,3.0,high,2.0,6,3.787,2.771,4.859,8.418,D
Female,Yes,38.0,Yes,Artist,8.0,low,1.0,6,10.217,8.887,2.454,2.556,D
Female,No,20.0,No,Homemaker,13.0,low,1.0,4,3.107,3.75,5.423,9.228,D
Female,No,27.0,Yes,Healthcare,0.0,low,2.849,6,4.416,-4.72,1.739,6.227,D
Male,Yes,48.0,Yes,Executive,9.0,high,4.0,6,-0.741,3.097,5.3,3.788,B
Female,No,35.0,Yes,Engineer,2.648,low,2.0,6,9.743,-0.023,5.649,6.06,D
Male,Yes,53.0,Yes,Artist,1.0,average,3.0,6,16.495,10.027,13.947,-1.016,C
Female,No,28.0,Yes,Marketing,0.0,low,2.0,6,12.433,1.959,7.064,2.234,D
Male,No,22.0,No,Healthcare,1.0,low,6.0,4,1.669,0.559,3.727,4.829,D
Male,No,27.0,Yes,Healthcare,2.648,low,3.0,5,10.947,3.773,4.521,1.011,D
Female,Yes,43.0,Yes,Artist,3.0,average,2.0,6,15.527,4.568,12.957,9.081,C
Male,Yes,68.0,Yes,Lawyer,2.648,high,2.0,6,6.156,4.534,0.398,5.254,B
Male,Yes,28.0,No,Doctor,0.0,average,2.0,6,6.386,5.71,3.146,6.589,A
Female,Yes,48.0,Yes,Doctor,1.0,average,6.0,4,8.746,2.402,0.583,-4.204,B
Male,Yes,42.0,Yes,Artist,14.0,low,2.0,6,4.674,2.866,4.496,3.074,A
Female,No,38.0,Yes,Healthcare,0.0,average,4.0,6,4.974,4.826,8.269,5.068,A
Female,No,42.0,Yes,Engineer,6.0,low,3.0,6,12.35,2.098,12.752,-0.417,D
Male,No,43.0,Yes,Entertainment,1.0,low,2.0,6,0.812,4.181,5.555,5.251,B
Female,Yes,46.0,Yes,Artist,1.0,average,2.0,2,12.855,6.55,19.321,11.766,C
Female,No,43.0,Yes,Engineer,1.0,average,2.0,6,-0.316,4.773,6.844,1.187,B
Female,No,28.0,Yes,Healthcare,1.0,low,6.0,6,7.407,5.823,8.173,6.183,D
Female,Yes,48.0,Yes,Engineer,0.0,average,4.0,6,1.351,9.43,1.975,3.255,B
Male,Yes,82.0,No,Lawyer,1.0,high,2.0,6,9.677,8.012,8.44,2.41,A
Male,Yes,49.0,Yes,Artist,1.0,low,2.0,6,15.737,0.408,9.835,16.992,C
Female,Yes,41.0,Yes,Artist,0.0,average,2.0,6,10.17,13.864,14.585,8.061,C
Male,Yes,66.0,Yes,Entertainment,0.0,average,2.0,6,5.991,2.448,1.161,5.369,B
Male,No,22.0,No,Healthcare,0.0,low,5.0,2,16.457,9.852,4.175,6.214,D
Female,No,31.0,Yes,Healthcare,9.0,average,3.0,3,11.554,7.713,2.772,2.228,D
Female,Yes,49.0,Yes,Artist,3.0,average,5.0,6,16.521,4.258,6.002,3.561,C
Male,Yes,77.0,No,Lawyer,1.0,high,2.0,6,4.925,4.843,5.316,5.072,A
Male,No,41.0,Yes,Entertainment,0.0,low,2.0,3,1.441,4.448,2.929,-2.294,B
Male,Yes,78.0,No,Entertainment,0.0,low,1.0,6,9.606,1.128,-1.717,-4.385,D
Male,No,41.0,Yes,Artist,7.0,low,1.0,6,9.371,4.852,5.2,5.216,A
Female,Yes,39.0,Yes,Artist,3.0,average,2.0,6,12.696,-2.651,-1.576,7.49,C
Male,Yes,50.0,Yes,Executive,0.0,high,3.0,6,0.971,4.837,10.174,-3.664,B
Male,Yes,35.0,Yes,Artist,3.0,average,2.0,6,11.558,5.155,16.453,-0.92,C
Female,Yes,52.0,Yes,Doctor,1.0,average,3.0,6,0.681,0.846,4.812,-0.874,B
Female,Yes,50.0,Yes,Engineer,4.0,average,4.0,3,4.455,5.707,5.402,3.196,A
Male,Yes,52.0,No,Engineer,2.648,low,1.0,2,2.999,-2.314,5.869,-0.624,D
Male,Yes,63.0,No,Healthcare,0.0,average,4.0,4,3.407,8.13,3.399,0.801,B
Female,Yes,41.0,Yes,Homemaker,2.648,average,4.0,2,3.159,7.608,12.008,2.704,C
Female,No,38.0,No,Artist,4.0,low,2.0,6,6.071,5.375,6.841,4.137,A
Male,No,32.0,No,Doctor,2.0,low,2.0,6,11.646,0.024,4.166,4.192,D
Male,No,31.0,No,Healthcare,0.0,average,6.0,5,4.335,11.599,6.354,3.445,D
Male,Yes,36.0,No,Executive,1.0,high,3.0,6,4.703,1.078,2.93,-2.395,B
Male,Yes,67.0,Yes,Artist,0.0,low,1.0,6,10.301,-1.726,3.01,13.174,D
Male,No,41.0,Yes,Entertainment,2.648,low,1.0,6,6.739,5.127,-0.927,7.861,A
Male,Yes,53.0,Yes,Entertainment,8.0,average,4.0,6,8.964,11.843,8.436,9.402,C
Male,Yes,51.0,Yes,Artist,0.0,low,1.0,3,6.45,1.816,9.254,3.275,B
Male,Yes,56.0,No,Executive,0.0,average,2.0,4,3.682,3.394,5.727,2.551,A
Female,Yes,45.0,Yes,Artist,2.648,high,2.849,6,1.103,1.155,0.765,3.143,B
Male,Yes,72.0,Yes,Executive,1.0,high,4.0,5,1.275,2.264,2.882,-3.581,B
Female,Yes,42.0,Yes,Artist,2.0,average,2.0,6,16.319,14.246,15.069,4.916,C
Female,Yes,26.0,No,Homemaker,9.0,average,2.0,3,7.929,6.111,4.535,7.749,A
Female,No,29.0,No,Entertainment,9.0,low,2.849,2,5.181,6.926,7.17,4.474,A
Male,No,37.0,Yes,Entertainment,1.0,low,2.0,3,4.844,8.088,4.18,3.12,A
Male,No,18.0,No,Healthcare,1.0,average,4.0,3,9.514,12.578,4.975,4.539,D
Female,No,43.47,Yes,Doctor,1.0,low,3.0,6,1.423,1.339,1.722,-0.061,B
Male,No,29.0,No,Marketing,1.0,low,7.0,6,3.688,8.071,2.426,-1.553,D
Female,No,43.47,Yes,Lawyer,0.0,low,1.0,6,10.18,0.71,8.973,9.638,D
Female,No,19.0,No,Healthcare,1.0,low,5.0,5,10.299,4.725,11.839,9.845,D
Male,Yes,46.0,Yes,Artist,5.0,average,2.0,3,10.725,0.297,7.327,7.603,C
Male,Yes,53.0,No,Executive,1.0,high,4.0,6,6.697,2.6,4.584,2.797,A
Female,Yes,50.0,Yes,Artist,0.0,low,1.0,6,0.673,-1.043,-1.455,3.577,B
Female,No,23.0,No,Healthcare,0.0,low,4.0,7,11.266,7.567,9.705,11.629,D
Female,Yes,61.0,Yes,Artist,0.0,average,2.0,4,-0.167,6.602,4.406,2.229,B
Male,Yes,27.0,Yes,Doctor,9.0,average,2.0,6,5.233,4.135,7.321,6.614,A
Female,Yes,83.0,Yes,Lawyer,1.0,low,1.0,6,9.356,8.677,11.965,2.984,C
Male,Yes,32.0,Yes,Healthcare,5.0,low,2.0,6,9.29,1.586,2.271,8.903,D
Male,Yes,58.0,Yes,Artist,1.0,average,5.0,6,6.257,4.896,6.364,5.558,B
Male,Yes,67.0,Yes,Doctor,1.0,average,3.0,6,5.262,3.739,4.093,16.361,C
Female,No,19.0,No,Healthcare,8.0,average,5.0,3,11.924,2.316,7.796,3.453,D
Male,Yes,88.0,Yes,Lawyer,0.0,average,2.0,5,9.632,4.779,3.849,3.668,A
Male,Yes,35.0,Yes,Artist,7.0,low,2.0,6,6.61,3.393,4.217,6.701,A
Female,Yes,35.0,Yes,Artist,9.0,average,4.0,6,2.716,7.236,1.061,4.185,B
Female,Yes,27.0,No,Healthcare,0.0,low,2.849,6,3.142,-4.566,8.272,0.334,D
Male,Yes,35.0,Yes,Executive,4.0,high,3.0,6,3.158,2.097,5.018,1.851,B
Female,No,20.0,No,Healthcare,2.0,low,3.0,4,11.543,-3.299,8.516,5.982,D
Male,Yes,41.0,No,Entertainment,12.0,average,3.0,4,6.718,5.759,6.203,6.661,A
Female,No,33.0,No,Healthcare,1.0,low,6.0,3,12.874,13.833,8.115,9.799,C
Male,Yes,58.0,Yes,Artist,0.0,low,1.0,6,13.873,13.038,14.539,5.299,C
Male,Yes,86.0,No,Executive,0.0,high,2.0,6,1.77,5.744,8.012,2.919,A
Male,Yes,43.47,No,Engineer,7.0,average,5.0,4,15.75,3.32,14.777,1.784,D
Male,No,32.0,Yes,Artist,0.0,low,3.0,3,6.611,8.867,11.049,-0.401,D
Male,No,20.0,No,Healthcare,0.0,low,3.0,5,12.729,4.822,4.869,7.323,D
Male,No,32.0,No,Artist,0.0,average,4.0,6,14.753,4.776,12.579,4.805,D
Female,Yes,69.0,No,Artist,0.0,high,2.849,6,9.736,4.474,16.874,12.506,C
Female,No,35.0,Yes,Entertainment,9.0,low,4.0,6,13.247,10.134,15.945,6.566,C
Female,No,72.0,Yes,Lawyer,1.0,low,2.0,6,6.484,5.618,7.546,0.01,D
Female,Yes,37.0,Yes,Artist,0.0,low,1.0,6,11.734,8.871,10.569,4.281,C
Male,No,22.0,No,Healthcare,0.0,low,2.849,4,5.959,10.639,6.942,7.485,D
Female,No,25.0,No,Healthcare,0.0,low,2.849,6,5.637,0.682,1.561,3.728,D
Male,No,33.0,Yes,Healthcare,4.0,low,1.0,6,12.475,2.537,8.796,5.364,D
Male,Yes,40.0,No,Executive,0.0,average,4.0,4,14.843,1.64,7.722,-0.483,D
Female,Yes,55.0,Yes,Artist,1.0,low,2.0,6,9.925,4.532,14.324,10.455,C
Male,Yes,23.0,No,Executive,1.0,high,9.0,6,4.546,4.372,7.129,7.898,A
Female,Yes,43.47,No,Doctor,1.0,high,1.0,4,6.29,8.812,9.268,6.899,D
Male,Yes,69.0,No,Doctor,0.0,average,3.0,6,4.636,4.52,6.948,-1.031,B
Female,Yes,73.0,No,Lawyer,0.0,average,2.0,6,14.305,9.922,18.564,7.047,C
Female,No,72.0,Yes,Lawyer,4.0,high,2.849,6,5.156,-1.857,9.709,-3.561,D
Female,No,20.0,No,Marketing,1.0,low,3.0,3,6.403,4.595,2.397,-0.816,B
Female,No,53.0,Yes,Artist,1.0,low,1.0,6,1.745,0.228,1.935,5.041,B
Female,Yes,46.0,Yes,Artist,0.0,average,4.0,1,5.941,4.224,8.112,3.616,A
Female,Yes,53.0,Yes,Engineer,0.0,low,4.0,1,1.958,1.13,2.451,3.918,B
Male,Yes,53.0,No,Executive,0.0,average,5.0,4,0.277,6.068,6.825,1.468,B
Male,Yes,50.0,No,Executive,0.0,high,4.0,6,4.451,6.123,6.193,-0.087,B
Female,Yes,66.0,Yes,Artist,1.0,average,3.0,6,12.316,6.359,8.134,12.857,C
Female,Yes,86.0,Yes,Lawyer,1.0,low,2.0,6,4.809,0.844,2.487,5.871,B
Female,No,27.0,Yes,Doctor,8.0,average,1.0,6,5.627,3.676,4.485,7.16,A
Female,No,42.0,Yes,Artist,8.0,low,1.0,6,16.224,7.697,8.355,13.093,C
Male,No,33.0,No,Marketing,11.0,average,9.0,5,9.61,14.417,-1.996,0.882,D
Male,Yes,82.0,No,Executive,1.0,high,2.0,6,9.455,1.957,3.621,0.204,B
Male,Yes,26.0,No,Entertainment,8.0,low,2.0,4,14.556,5.587,10.113,10.188,D
Female,No,32.0,Yes,Artist,6.0,low,7.0,4,5.461,6.344,1.348,3.04,A
Male,No,20.0,No,Healthcare,1.0,low,5.0,3,16.8,2.802,3.975,0.757,D
Male,No,27.0,No,Entertainment,0.0,low,3.0,2,13.391,0.219,11.223,7.624,D
Male,No,22.0,No,Healthcare,0.0,average,4.0,6,5.001,10.195,7.158,6.416,D
Male,Yes,80.0,Yes,Lawyer,0.0,high,3.0,6,3.49,2.545,5.793,-3.947,B
Female,Yes,32.0,Yes,Artist,2.648,high,3.0,3,5.414,3.051,4.033,2.948,A
Male,Yes,77.0,Yes,Lawyer,0.0,low,1.0,6,15.203,-0.492,4.502,2.746,D
Male,No,22.0,No,Healthcare,1.0,low,2.0,4,9.446,0.786,2.079,11.989,D
Female,Yes,32.0,Yes,Healthcare,0.0,low,2.0,6,5.255,8.085,1.918,4.791,A
Male,Yes,47.0,Yes,Executive,9.0,low,2.849,6,4.015,5.836,2.289,0.327,B
Male,Yes,49.0,Yes,Entertainment,1.0,average,2.0,6,2.407,1.765,8.837,2.567,A
Male,Yes,55.0,Yes,Executive,0.0,average,9.0,6,4.584,5.253,6.79,4.602,A
Male,No,28.0,Yes,Entertainment,1.0,low,2.0,5,6.325,-0.572,3.656,3.221,D
Female,Yes,42.0,No,Doctor,1.0,low,1.0,6,0.973,5.731,4.342,4.94,A
Female,No,37.0,Yes,Artist,8.0,low,2.849,6,-0.261,4.916,1.758,-4.032,B
Female,No,20.0,No,Healthcare,1.0,low,3.0,7,8.288,2.753,1.438,1.627,D
Male,Yes,43.0,Yes,Marketing,0.0,average,6.0,4,8.661,4.696,3.645,9.379,D
Female,Yes,73.0,Yes,Doctor,0.0,low,1.0,4,5.158,4.115,-1.975,-0.187,B
Female,No,46.0,No,Engineer,1.0,low,3.0,3,8.107,5.176,3.956,3.773,D
Male,Yes,28.0,No,Doctor,0.0,average,2.0,6,1.553,2.699,6.921,0.965,D
Female,Yes,35.0,Yes,Entertainment,9.0,average,2.0,2,2.945,2.47,5.551,2.785,A
Female,Yes,48.0,Yes,Artist,3.0,average,3.0,4,1.88,4.856,-0.749,4.541,B
Female,No,32.0,Yes,Artist,0.0,low,3.0,4,9.327,-1.766,13.733,15.684,D
Male,Yes,66.0,Yes,Executive,0.0,average,2.0,6,5.599,4.869,12.252,15.527,C
Female,Yes,47.0,Yes,Artist,8.0,high,2.0,6,18.779,11.042,12.112,4.343,C
