Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop,Avg_Shop_Range
5752,Female,No,33.0,Yes,Doctor,0.0,average,6.0,4.0,5.564,-1.916,11.314,9.407,C,6.0920000000000005,5-15
5753,Female,No,40.0,Yes,Healthcare,0.0,low,1.0,2.0,11.92,5.018,6.3839999999999995,3.0380000000000003,D,6.59,5-15
5754,Female,No,32.0,Yes,Artist,1.0,low,7.0,6.0,4.524,4.744,5.021,6.395,A,5.171,5-15
5755,Male,Yes,79.0,Yes,Lawyer,2.0,high,2.0,6.0,3.342,3.06,0.297,4.05,B,2.687,-5
5756,Female,No,25.0,Yes,Healthcare,1.0,low,1.0,6.0,10.635,8.904,5.938,-1.055,D,6.106,5-15
5757,Male,No,35.0,No,Artist,1.0,average,1.0,7.0,1.781,4.016,5.372999999999999,5.519,A,4.172,-5
5758,Female,Yes,68.0,Yes,Lawyer,0.0,low,1.0,6.0,20.436,0.11599999999999999,11.823,8.166,C,10.135,5-15
5759,Male,No,33.0,Yes,Healthcare,1.0,low,4.0,6.0,4.824,4.743,12.05,11.648,C,8.316,5-15
5760,Male,Yes,36.0,Yes,Artist,7.0,average,5.0,2.0,-3.468,0.34600000000000003,4.315,5.381,B,1.6440000000000001,-5
5761,Male,Yes,51.0,Yes,Executive,3.0,high,5.0,6.0,16.657,4.376,11.915999999999999,8.775,C,10.431,5-15
5762,Female,No,36.0,Yes,Artist,11.0,low,3.0,6.0,3.299,3.745,10.186,4.792,A,5.506,5-15
5763,Male,Yes,25.0,Yes,Artist,8.0,low,4.0,6.0,9.8,1.474,3.603,-2.27,D,3.1519999999999997,-5
5764,Female,Yes,37.0,Yes,Artist,1.0,average,2.0,6.0,16.937,9.726,4.058,13.595,C,11.079,5-15
5765,Female,Yes,35.0,Yes,Artist,0.0,average,2.0,6.0,17.274,4.498,10.952,12.540999999999999,C,11.315999999999999,5-15
5766,Male,No,21.0,No,Healthcare,1.0,low,4.0,2.0,9.66,7.093999999999999,3.715,5.507000000000001,D,6.494,5-15
5767,Female,Yes,55.0,Yes,Artist,1.0,average,4.0,3.0,16.077,6.877000000000001,6.599,13.595,C,10.787,5-15
5768,Female,No,20.0,No,Marketing,1.0,low,4.0,6.0,12.647,2.7769999999999997,7.558,6.805,D,7.447,5-15
5769,Male,Yes,35.0,No,Executive,1.0,high,3.0,6.0,15.378,9.605,9.686,11.994000000000002,C,11.665999999999999,5-15
5770,Female,No,39.0,No,Engineer,6.0,low,1.0,3.0,13.208,9.843,8.584,7.391,C,9.756,5-15
5771,Male,Yes,83.0,No,Executive,1.0,high,2.0,6.0,7.897,0.26,0.055999999999999994,4.494,D,3.177,-5
5772,Male,Yes,40.0,Yes,Artist,9.0,low,2.0,6.0,17.039,8.5,9.765,17.511,C,13.204,5-15
5773,Female,No,27.0,Yes,Artist,1.0,average,5.0,6.0,11.507,6.8,12.069,7.278,C,9.414,5-15
5774,Male,Yes,51.0,No,Entertainment,7.0,average,3.0,6.0,10.284,16.504,6.848,12.894,C,11.632,5-15
5775,Male,Yes,35.0,Yes,Artist,1.0,average,3.0,6.0,-0.669,2.542,6.565,0.514,B,2.238,-5
5776,Female,No,26.0,Yes,Artist,0.0,low,3.0,6.0,4.52,6.609,4.638,1.419,A,4.296,-5
5777,Male,Yes,57.0,Yes,Artist,0.0,low,2.0,6.0,18.213,8.997,12.665,9.287,C,12.29,5-15
5778,Male,Yes,20.0,No,Healthcare,1.0,average,4.0,6.0,9.469,7.236000000000001,-0.282,1.825,D,4.562,-5
5779,Female,No,49.0,Yes,Artist,4.0,low,1.0,6.0,4.6419999999999995,5.785,4.678999999999999,3.95,A,4.763999999999999,-5
5780,Male,Yes,35.0,Yes,Artist,1.0,average,3.0,6.0,10.255999999999998,4.302,7.063,6.959,C,7.145,5-15
5781,Male,Yes,39.0,Yes,Healthcare,1.0,low,3.0,6.0,11.167,1.942,10.844000000000001,8.029,D,7.996,5-15
5782,Male,Yes,69.0,Yes,Executive,0.0,low,2.0,4.0,1.9909999999999999,0.8640000000000001,1.085,4.584,B,2.131,-5
5783,Female,No,26.0,Yes,Entertainment,6.0,average,2.0,6.0,12.175,5.609,1.6769999999999998,5.1610000000000005,D,6.156000000000001,5-15
5784,Female,Yes,25.0,Yes,Engineer,6.0,average,2.0,6.0,4.645,4.228,1.992,6.082000000000001,A,4.237,-5
5785,Female,No,37.0,Yes,Healthcare,1.0,low,2.0,6.0,7.079,4.495,2.37,4.107,A,4.513,-5
5786,Female,No,42.0,No,Artist,0.0,low,1.0,5.0,6.934,14.164000000000001,6.577999999999999,1.21,D,7.222,5-15
5787,Male,No,22.0,No,Healthcare,9.0,average,4.0,3.0,0.645,4.519,7.853,1.2770000000000001,D,3.574,-5
5788,Male,Yes,41.0,No,Doctor,2.0,average,4.0,6.0,4.592,6.541,6.4879999999999995,5.377000000000001,A,5.749,5-15
5789,Male,Yes,75.0,No,Executive,0.0,low,1.0,6.0,13.245,0.09,12.341,-5.707000000000001,D,4.992,-5
5790,Female,Yes,37.0,Yes,Homemaker,1.0,high,2.0,6.0,6.153,3.156,6.535,6.803999999999999,A,5.662000000000001,5-15
5791,Female,Yes,77.0,Yes,Artist,0.0,high,2.0,6.0,5.529,2.073,2.77,0.515,B,2.722,-5
5792,Male,Yes,43.0,Yes,Executive,1.0,high,4.0,6.0,-0.27,8.722999999999999,4.0680000000000005,2.303,B,3.7060000000000004,-5
5793,Female,No,31.0,Yes,Healthcare,8.0,low,4.0,6.0,9.913,6.064,12.982999999999999,7.194,C,9.038,5-15
5794,Male,No,33.0,No,Doctor,1.0,average,2.0,3.0,5.37,6.175,5.078,5.456,B,5.52,5-15
5795,Male,Yes,60.0,Yes,Executive,1.0,high,4.0,6.0,4.371,2.605,3.133,-4.14,B,1.492,-5
5796,Female,Yes,61.0,Yes,Artist,1.0,average,2.0,6.0,12.07,11.100999999999999,11.378,11.267000000000001,C,11.454,5-15
5797,Female,No,29.0,No,Homemaker,8.0,low,1.0,4.0,15.993,0.762,8.85,9.246,D,8.713,5-15
5798,Male,No,25.0,Yes,Healthcare,1.0,low,4.0,6.0,3.736,6.66,4.65,2.94,D,4.496,-5
5799,Male,Yes,83.0,Yes,Artist,2.0,high,2.0,6.0,4.599,7.242000000000001,4.25,5.085,A,5.294,5-15
5800,Female,No,38.0,Yes,Artist,7.0,low,1.0,6.0,6.3629999999999995,3.799,12.343,3.668,C,6.542999999999999,5-15
5801,Male,No,28.0,Yes,Artist,0.0,low,4.0,7.0,13.318,0.629,9.031,4.074,C,6.763,5-15
5802,Male,Yes,65.0,Yes,Entertainment,0.0,high,2.0,6.0,7.938,9.121,4.968,3.807,A,6.457999999999999,5-15
5803,Female,Yes,61.0,Yes,Doctor,0.0,average,4.0,7.0,5.397,5.093,6.126,2.219,B,4.709,-5
5804,Male,Yes,36.0,No,Executive,2.0,high,3.0,4.0,9.709,8.132,6.3629999999999995,3.1189999999999998,D,6.831,5-15
5805,Female,Yes,55.0,Yes,Artist,2.0,average,2.0,6.0,16.773,8.439,14.25,8.059,C,11.88,5-15
5806,Male,Yes,43.0,Yes,Artist,1.0,average,4.0,4.0,4.282,4.355,4.985,3.912,B,4.3839999999999995,-5
5807,Female,Yes,46.0,Yes,Artist,0.0,average,4.0,6.0,5.497000000000001,4.748,6.135,5.431,A,5.452999999999999,5-15
5808,Female,Yes,43.0,Yes,Artist,8.0,average,2.0,6.0,-1.844,9.861,4.656000000000001,-1.305,B,2.842,-5
5809,Male,Yes,40.0,No,Doctor,4.0,low,3.0,4.0,3.699,10.213,8.195,0.502,B,5.652,5-15
5810,Male,Yes,35.0,No,Doctor,0.0,low,1.0,4.0,8.061,6.273,7.521,5.053,A,6.727,5-15
5811,Male,Yes,65.0,Yes,Artist,0.0,average,2.0,6.0,8.699,5.952999999999999,14.758,10.427,C,9.959,5-15
5812,Female,Yes,37.0,Yes,Artist,0.0,low,3.0,6.0,6.291,4.412,7.7,6.64,A,6.261,5-15
5813,Male,Yes,35.0,Yes,Artist,4.0,average,2.0,6.0,5.135,4.897,1.913,5.553999999999999,A,4.375,-5
5814,Male,Yes,37.0,No,Executive,1.0,low,2.0,6.0,5.5329999999999995,5.476,3.0789999999999997,5.648,A,4.934,-5
5815,Male,Yes,38.0,Yes,Executive,0.0,average,3.0,6.0,0.629,4.61,1.2570000000000001,-1.781,B,1.179,-5
5816,Male,No,19.0,No,Healthcare,1.0,low,3.0,4.0,10.148,5.51,7.226,-1.507,D,5.343999999999999,5-15
5817,Male,Yes,41.0,Yes,Artist,8.0,average,3.0,6.0,7.169,3.8169999999999997,6.58,5.468,D,5.757999999999999,5-15
5818,Male,Yes,27.0,Yes,Entertainment,1.0,low,3.0,3.0,4.684,-0.44,3.157,-0.951,B,1.6119999999999999,-5
5819,Male,No,36.0,Yes,Artist,0.0,low,1.0,3.0,6.615,5.306,2.213,-2.504,B,2.908,-5
5820,Male,Yes,61.0,Yes,Artist,2.0,average,2.0,6.0,13.163,8.943999999999999,6.813,4.731,C,8.413,5-15
5821,Male,Yes,53.0,No,Artist,1.0,average,6.0,6.0,4.301,5.008,4.368,2.157,A,3.9589999999999996,-5
5822,Female,Yes,42.0,No,Entertainment,1.0,low,6.0,3.0,1.281,3.7260000000000004,4.942,-2.5780000000000003,B,1.8430000000000002,-5
5823,Female,No,36.0,Yes,Artist,0.0,low,1.0,6.0,4.5489999999999995,3.819,4.202,4.551,B,4.28,-5
5824,Female,No,37.0,Yes,Healthcare,1.0,low,1.0,6.0,10.616,10.329,6.072,1.9169999999999998,D,7.233,5-15
5825,Male,Yes,42.0,Yes,Artist,1.0,average,3.0,6.0,21.701,4.053999999999999,12.186,10.607999999999999,C,12.137,5-15
5826,Female,Yes,80.0,No,Lawyer,1.0,high,2.0,6.0,12.565999999999999,10.096,3.87,13.362,C,9.974,5-15
5827,Female,No,18.0,No,Healthcare,0.0,low,5.0,3.0,7.835,6.002000000000001,11.16,4.349,D,7.336,5-15
5828,Male,Yes,61.0,No,Entertainment,1.0,average,3.0,6.0,7.292999999999999,6.667000000000001,7.425,6.285,A,6.917999999999999,5-15
5829,Male,Yes,57.0,Yes,Entertainment,0.0,average,2.0,6.0,4.766,8.067,4.716,9.601,A,6.787999999999999,5-15
5830,Male,No,36.0,No,Marketing,0.0,low,2.0,6.0,12.452,7.0760000000000005,4.269,10.526,D,8.581,5-15
5831,Female,No,43.0,Yes,Artist,8.0,low,1.0,6.0,8.09,6.51,5.542999999999999,5.682,A,6.456,5-15
5832,Female,No,33.0,No,Homemaker,7.0,average,3.0,6.0,6.912000000000001,10.81,3.917,8.343,D,7.496,5-15
5833,Male,No,31.0,No,Healthcare,1.0,average,3.0,2.0,1.66,2.9360000000000004,1.85,3.826,B,2.568,-5
5834,Male,No,52.0,Yes,Entertainment,1.0,low,3.0,3.0,19.057000000000002,11.394,5.898,11.672,C,12.005,5-15
5835,Male,No,38.0,Yes,Doctor,4.0,average,1.0,2.0,1.324,5.225,4.435,-1.784,B,2.3,-5
5836,Male,Yes,45.0,Yes,Artist,7.0,high,4.0,3.0,6.369,4.165,5.608,4.277,A,5.105,5-15
5837,Male,Yes,72.0,Yes,Lawyer,0.0,high,2.0,6.0,12.145999999999999,1.4340000000000002,3.6319999999999997,-1.199,C,4.003,-5
5838,Female,Yes,43.0,Yes,Doctor,9.0,low,2.0,4.0,12.044,3.2119999999999997,4.2219999999999995,8.363999999999999,A,6.96,5-15
5839,Female,No,29.0,Yes,Entertainment,8.0,low,2.0,6.0,6.809,5.271,6.104,0.615,A,4.7,-5
5840,Male,No,45.0,Yes,Artist,1.0,low,2.0,6.0,5.088,0.594,2.8810000000000002,1.682,A,2.5610000000000004,-5
5841,Female,No,29.0,Yes,Homemaker,13.0,low,1.0,6.0,5.718,7.9079999999999995,5.995,8.249,A,6.9670000000000005,5-15
5842,Male,No,43.0,Yes,Artist,7.0,low,3.0,6.0,5.074,2.372,5.5920000000000005,8.206,A,5.311,5-15
5843,Female,Yes,42.0,No,Artist,0.0,average,3.0,6.0,2.082,2.5989999999999998,6.372000000000001,6.069,A,4.28,-5
5844,Male,Yes,47.0,No,Entertainment,9.0,average,6.0,6.0,16.803,10.389000000000001,4.034,12.264000000000001,C,10.872,5-15
5845,Male,No,26.0,Yes,Healthcare,1.0,low,3.0,6.0,5.149,-0.41600000000000004,-1.406,2.6719999999999997,B,1.5,-5
5846,Female,Yes,60.0,Yes,Lawyer,1.0,average,3.0,6.0,17.325,11.194,6.78,16.551,C,12.962,5-15
5847,Male,Yes,41.0,Yes,Executive,5.0,low,2.0,1.0,3.15,2.144,3.208,5.542999999999999,A,3.511,-5
5848,Male,No,27.0,Yes,Artist,7.0,average,3.0,6.0,15.366,1.625,-1.185,1.624,D,4.3580000000000005,-5
5849,Male,No,18.0,No,Healthcare,1.0,low,3.0,3.0,12.379000000000001,6.255,3.438,3.525,D,6.399,5-15
5850,Female,No,46.0,Yes,Artist,8.0,low,1.0,6.0,7.184,1.063,19.32,0.53,C,7.024,5-15
5851,Female,Yes,35.0,Yes,Artist,1.0,average,2.0,6.0,2.302,9.467,4.348,-1.062,B,3.764,-5
5852,Female,No,25.0,Yes,Artist,2.0,average,2.0,6.0,7.501,2.335,5.912999999999999,2.106,A,4.4639999999999995,-5
5853,Male,No,18.0,No,Healthcare,1.0,low,3.0,4.0,4.073,2.636,1.5390000000000001,2.8369999999999997,D,2.7710000000000004,-5
5854,Female,No,22.0,No,Healthcare,1.0,low,3.0,6.0,0.5760000000000001,5.667999999999999,7.3229999999999995,13.602,D,6.792000000000001,5-15
5855,Male,Yes,56.0,No,Executive,1.0,average,3.0,6.0,1.818,5.44,12.944,1.167,B,5.3420000000000005,5-15
5856,Female,Yes,35.0,Yes,Homemaker,9.0,average,2.0,4.0,-5.064,0.868,1.569,3.159,B,0.133,-5
5857,Male,Yes,50.0,Yes,Artist,8.0,average,2.0,6.0,19.808,1.705,3.5669999999999997,12.922,C,9.5,5-15
5858,Female,Yes,61.0,Yes,Homemaker,1.0,average,3.0,3.0,0.34299999999999997,1.9,-1.493,1.9280000000000002,B,0.67,-5
5859,Male,No,33.0,No,Doctor,1.0,low,6.0,4.0,3.0210000000000004,5.742000000000001,7.895,6.8389999999999995,A,5.874,5-15
5860,Female,Yes,69.0,No,Entertainment,1.0,low,2.0,3.0,2.201,2.039,-1.473,2.077,B,1.2109999999999999,-5
5861,Female,Yes,38.0,Yes,Engineer,4.0,low,2.0,4.0,2.927,6.651,4.986000000000001,3.9560000000000004,A,4.63,-5
5862,Male,Yes,61.0,Yes,Entertainment,3.0,average,6.0,6.0,-0.013000000000000001,4.291,-1.881,5.785,B,2.046,-5
5863,Female,No,20.0,No,Healthcare,4.0,low,6.0,2.0,10.236,2.676,2.193,4.082,D,4.797,-5
5864,Female,Yes,46.0,Yes,Engineer,1.0,average,2.0,6.0,14.882,1.595,4.655,-1.256,C,4.968999999999999,-5
5865,Male,Yes,40.0,No,Entertainment,5.0,low,4.0,3.0,11.366,7.776,4.088,8.369,D,7.9,5-15
5866,Female,Yes,58.0,Yes,Artist,4.0,average,5.0,6.0,12.395999999999999,2.279,5.79,9.398,C,7.466,5-15
5867,Female,No,33.0,Yes,Healthcare,1.0,low,5.0,6.0,8.677999999999999,5.877000000000001,4.957,4.9719999999999995,C,6.121,5-15
5868,Male,No,26.0,No,Entertainment,0.0,low,2.0,6.0,8.156,6.83,6.766,6.17,A,6.981,5-15
5869,Male,Yes,58.0,No,Executive,4.0,high,3.0,6.0,14.04,2.0869999999999997,18.305,7.275,C,10.427,5-15
5870,Male,Yes,65.0,Yes,Homemaker,0.0,high,2.0,6.0,7.026,5.416,5.917000000000001,3.747,A,5.526,5-15
5871,Male,Yes,41.0,Yes,Engineer,1.0,average,2.0,4.0,20.697,6.861000000000001,10.44,6.414,C,11.103,5-15
5872,Male,Yes,42.0,Yes,Doctor,0.0,average,2.0,6.0,15.472000000000001,0.225,3.927,7.968,C,6.898,5-15
5873,Male,Yes,25.0,No,Engineer,14.0,low,1.0,6.0,6.313,13.030999999999999,1.849,4.815,D,6.502000000000001,5-15
5874,Female,No,30.0,No,Homemaker,10.0,low,6.0,6.0,8.164,-0.222,8.469,0.039,D,4.112,-5
5875,Male,Yes,79.0,No,Lawyer,1.0,low,1.0,6.0,8.326,1.482,7.254,5.9110000000000005,D,5.742999999999999,5-15
5876,Female,Yes,51.0,No,Healthcare,0.0,high,3.0,4.0,13.395999999999999,7.805,11.331,2.073,D,8.651,5-15
5877,Male,No,26.0,Yes,Doctor,1.0,low,4.0,6.0,13.93,9.71,8.971,18.761,C,12.843,5-15
5878,Female,Yes,37.0,No,Entertainment,2.0,average,4.0,4.0,5.316,1.058,4.909,3.0669999999999997,A,3.588,-5
5879,Female,Yes,83.0,Yes,Executive,1.0,average,3.0,6.0,3.635,5.013999999999999,6.0920000000000005,3.3,A,4.51,-5
5880,Male,Yes,35.0,Yes,Entertainment,0.0,average,3.0,6.0,12.734000000000002,5.37,9.079,4.325,C,7.877000000000001,5-15
5881,Male,No,21.0,No,Healthcare,3.0,average,7.0,4.0,10.61,13.863,4.335,5.438,D,8.562000000000001,5-15
5882,Female,No,28.0,Yes,Engineer,0.0,low,3.0,6.0,13.677,7.579,14.203,1.3659999999999999,D,9.206,5-15
5883,Male,Yes,45.0,Yes,Artist,0.0,average,2.0,6.0,16.887999999999998,9.961,14.802999999999999,9.8,C,12.863,5-15
5884,Male,Yes,51.0,No,Executive,0.0,low,4.0,4.0,5.818,-2.0869999999999997,3.927,3.576,B,2.8080000000000003,-5
5885,Male,Yes,45.0,No,Marketing,1.0,average,2.0,3.0,16.323,4.592,11.027000000000001,3.3960000000000004,D,8.834,5-15
5886,Female,Yes,47.0,No,Engineer,8.0,average,5.0,4.0,7.124,3.787,-1.232,-0.39299999999999996,B,2.322,-5
5887,Female,No,56.0,Yes,Lawyer,1.0,low,2.0,6.0,15.264000000000001,2.4419999999999997,9.408999999999999,4.805,D,7.98,5-15
5888,Female,No,40.0,Yes,Artist,8.0,low,2.0,6.0,4.735,4.876,2.7960000000000003,-3.752,B,2.164,-5
5889,Female,Yes,65.0,Yes,Lawyer,1.0,low,1.0,6.0,4.713,8.802999999999999,2.658,5.407,A,5.395,5-15
5890,Male,No,40.0,Yes,Artist,2.0,low,1.0,3.0,-0.7190000000000001,7.896,2.208,0.868,B,2.563,-5
5891,Male,Yes,42.0,Yes,Doctor,8.0,average,2.0,2.0,1.594,0.16399999999999998,0.828,0.37799999999999995,B,0.741,-5
5892,Male,Yes,45.0,Yes,Artist,2.0,average,3.0,3.0,3.42,2.55,9.662,-4.581,D,2.763,-5
5893,Female,Yes,58.0,Yes,Engineer,1.0,low,1.0,3.0,5.9,6.499,5.492000000000001,3.123,A,5.254,5-15
5894,Female,No,30.0,No,Doctor,1.0,low,3.0,2.0,4.476,6.472,1.4809999999999999,0.249,D,3.17,-5
5895,Male,Yes,35.0,Yes,Artist,10.0,high,2.0,6.0,1.099,7.439,0.094,-2.821,B,1.453,-5
5896,Female,Yes,53.0,No,Homemaker,9.0,average,1.0,6.0,8.18,4.855,6.306,5.779,A,6.28,5-15
5897,Female,Yes,58.0,Yes,Artist,0.0,average,2.0,6.0,8.947000000000001,17.798,2.972,9.873,C,9.897,5-15
5898,Female,Yes,88.0,Yes,Artist,1.0,high,2.0,6.0,10.572000000000001,6.415,12.77,15.674000000000001,C,11.357999999999999,5-15
5899,Female,No,27.0,No,Marketing,0.0,low,3.0,2.0,12.094000000000001,6.517,11.674000000000001,7.587999999999999,C,9.468,5-15
5900,Male,No,39.0,Yes,Artist,9.0,low,1.0,6.0,6.045,7.107,3.66,2.013,A,4.706,-5
5901,Female,Yes,41.0,Yes,Artist,1.0,average,1.0,6.0,3.54,3.7310000000000003,8.03,1.6540000000000001,B,4.239,-5
5902,Female,No,28.0,No,Artist,1.0,low,4.0,4.0,1.558,9.016,8.512,-2.419,B,4.167,-5
5903,Male,Yes,35.0,No,Entertainment,9.0,low,3.0,1.0,5.352,3.034,5.516,0.841,A,3.6860000000000004,-5
5904,Male,Yes,76.0,No,Executive,1.0,high,2.0,4.0,4.574,5.063,8.375,1.318,A,4.833,-5
5905,Female,No,33.0,Yes,Healthcare,0.0,low,1.0,6.0,5.5889999999999995,8.095,3.088,3.787,D,5.14,5-15
5906,Female,Yes,59.0,Yes,Doctor,5.0,low,2.0,6.0,3.2760000000000002,4.494,5.224,-0.015,A,3.245,-5
5907,Female,Yes,45.0,Yes,Doctor,0.0,low,1.0,4.0,5.808,4.59,1.598,4.736000000000001,B,4.183,-5
5908,Female,Yes,81.0,No,Lawyer,1.0,high,2.0,6.0,1.686,7.367000000000001,-0.327,-0.589,B,2.0340000000000003,-5
5909,Female,No,33.0,No,Engineer,1.0,low,3.0,6.0,5.822,-1.479,6.433,8.562999999999999,D,4.835,-5
5910,Female,Yes,86.0,No,Lawyer,0.0,high,2.0,6.0,4.261,2.745,6.691,-1.56,B,3.034,-5
5911,Male,No,19.0,No,Healthcare,1.0,low,4.0,6.0,12.204,1.4569999999999999,4.131,4.316,D,5.527,5-15
5912,Female,No,89.0,Yes,Lawyer,1.0,low,1.0,6.0,2.253,-3.9939999999999998,11.043,4.705,D,3.502,-5
5913,Female,No,33.0,Yes,Entertainment,0.0,low,3.0,6.0,8.417,6.853,5.36,5.237,A,6.4670000000000005,5-15
5914,Female,Yes,62.0,Yes,Artist,0.0,high,2.0,6.0,14.700999999999999,6.393,12.446,6.205,C,9.936,5-15
5915,Female,Yes,55.0,Yes,Artist,4.0,average,4.0,7.0,15.469000000000001,2.9589999999999996,9.53,10.783,C,9.685,5-15
5916,Male,No,39.0,Yes,Artist,0.0,low,1.0,1.0,7.355,3.985,4.99,3.58,A,4.977,-5
5917,Male,No,30.0,Yes,Healthcare,3.0,low,6.0,7.0,9.761000000000001,4.6080000000000005,13.569,1.255,D,7.297999999999999,5-15
5918,Female,Yes,37.0,No,Executive,0.0,high,2.0,1.0,5.52,4.569,2.485,3.2889999999999997,A,3.966,-5
5919,Female,No,40.0,No,Marketing,0.0,average,1.0,6.0,5.9910000000000005,5.542999999999999,3.8560000000000003,5.0169999999999995,A,5.102,5-15
5920,Male,No,38.0,Yes,Artist,6.0,low,4.0,2.0,7.497000000000001,6.56,2.838,3.9389999999999996,A,5.207999999999999,5-15
5921,Male,Yes,52.0,No,Artist,1.0,low,2.0,6.0,7.15,2.772,4.099,3.114,A,4.284,-5
5922,Female,Yes,48.0,No,Engineer,1.0,average,5.0,6.0,8.344,8.529,8.241,-1.735,B,5.845,5-15
5923,Female,Yes,60.0,No,Engineer,1.0,average,5.0,4.0,0.6709999999999999,-0.83,3.813,-0.982,B,0.6679999999999999,-5
5924,Female,No,36.0,Yes,Engineer,9.0,low,1.0,6.0,5.5120000000000005,7.4479999999999995,3.6430000000000002,6.584,A,5.797000000000001,5-15
5925,Male,Yes,59.0,Yes,Doctor,0.0,average,2.0,4.0,11.696,11.030999999999999,16.456,8.304,C,11.872,5-15
5926,Male,Yes,71.0,No,Entertainment,0.0,average,3.0,6.0,5.941,1.51,0.8759999999999999,1.76,A,2.522,-5
5927,Male,Yes,37.0,Yes,Executive,1.0,average,2.0,6.0,0.73,3.758,4.485,1.3980000000000001,B,2.593,-5
5928,Female,No,51.0,Yes,Artist,0.0,low,1.0,6.0,7.215,6.5520000000000005,6.881,4.939,A,6.397,5-15
5929,Male,No,22.0,No,Healthcare,1.0,low,3.0,6.0,13.437000000000001,6.057,3.313,6.255,D,7.265,5-15
5930,Male,Yes,28.0,Yes,Artist,1.0,average,2.0,6.0,3.5860000000000003,3.452,2.989,1.626,B,2.9130000000000003,-5
5931,Female,No,22.0,No,Healthcare,1.0,low,8.0,4.0,9.492,3.398,7.202999999999999,5.69,D,6.446000000000001,5-15
5932,Female,Yes,48.0,Yes,Homemaker,1.0,high,2.0,2.0,20.326,12.345999999999998,11.812999999999999,7.932,C,13.104000000000001,5-15
5933,Female,No,23.0,No,Healthcare,1.0,low,4.0,6.0,4.154,4.524,6.5520000000000005,3.279,D,4.627,-5
5934,Female,No,31.0,No,Engineer,1.0,low,8.0,4.0,7.301,3.827,4.218,2.128,A,4.368,-5
5935,Male,Yes,37.0,No,Artist,1.0,average,5.0,3.0,7.028,1.645,5.882999999999999,10.237,C,6.1979999999999995,5-15
5936,Male,Yes,50.0,Yes,Doctor,1.0,average,4.0,6.0,10.364,1.89,9.818999999999999,12.716,C,8.697000000000001,5-15
5937,Male,Yes,42.0,Yes,Doctor,1.0,average,4.0,6.0,15.536,16.188,15.184000000000001,10.021,C,14.232000000000001,5-15
5938,Female,No,50.0,Yes,Executive,1.0,low,1.0,6.0,10.213,5.6370000000000005,5.76,4.27,A,6.47,5-15
5939,Female,No,43.0,Yes,Artist,1.0,low,1.0,6.0,5.415,-0.649,4.019,-5.65,D,0.784,-5
5940,Male,No,20.0,No,Marketing,0.0,low,4.0,6.0,16.049,8.804,7.671,12.4,C,11.231,5-15
5941,Female,No,28.0,Yes,Entertainment,0.0,low,4.0,2.0,2.488,2.555,0.363,-4.067,B,0.335,-5
5942,Female,No,33.0,No,Healthcare,7.0,low,6.0,6.0,15.280999999999999,9.264,10.397,14.179,C,12.28,5-15
5943,Female,No,49.0,Yes,Artist,0.0,low,1.0,2.0,4.0,6.212999999999999,2.07,0.987,B,3.318,-5
5944,Female,No,40.0,Yes,Healthcare,9.0,low,1.0,4.0,5.064,8.516,13.672,6.465,D,8.429,5-15
5945,Female,No,21.0,No,Doctor,0.0,low,3.0,6.0,10.829,7.341,12.753,7.8260000000000005,C,9.687000000000001,5-15
5946,Female,Yes,36.0,No,Engineer,1.0,low,5.0,4.0,4.412,1.9780000000000002,7.343999999999999,1.141,A,3.719,-5
5947,Male,Yes,49.0,No,Doctor,1.0,average,3.0,4.0,5.109,5.115,4.082,3.7030000000000003,A,4.502,-5
5948,Female,Yes,36.0,Yes,Entertainment,0.0,average,2.0,3.0,9.27,5.281000000000001,5.909,4.393,A,6.212999999999999,5-15
5949,Male,Yes,56.0,Yes,Artist,1.0,average,2.0,6.0,2.596,3.217,2.825,1.902,B,2.635,-5
5950,Female,No,32.0,Yes,Marketing,8.0,low,1.0,6.0,11.21,8.243,0.354,11.152999999999999,D,7.74,5-15
5951,Female,Yes,48.0,Yes,Artist,4.0,average,2.0,6.0,7.646,7.3629999999999995,13.227,5.771,C,8.502,5-15
5952,Female,Yes,66.0,No,Lawyer,1.0,high,2.0,4.0,11.777000000000001,0.055999999999999994,2.5860000000000003,-0.903,D,3.3789999999999996,-5
5953,Female,No,43.0,Yes,Homemaker,1.0,low,1.0,4.0,2.7960000000000003,7.018,2.47,1.2819999999999998,A,3.392,-5
5954,Male,Yes,69.0,No,Entertainment,3.0,low,8.0,6.0,4.396,3.608,3.4139999999999997,4.391,A,3.952,-5
5955,Female,No,27.0,Yes,Healthcare,1.0,low,4.0,6.0,2.645,5.8870000000000005,4.444,1.331,B,3.577,-5
5956,Female,Yes,67.0,Yes,Engineer,1.0,low,1.0,6.0,3.128,6.459,5.2379999999999995,1.4669999999999999,A,4.073,-5
5957,Female,Yes,32.0,No,Engineer,3.0,low,2.0,6.0,18.291,4.279,13.036,10.751,C,11.589,5-15
5958,Male,Yes,36.0,No,Engineer,0.0,average,2.0,6.0,2.226,6.817,6.291,-0.56,B,3.694,-5
5959,Male,Yes,43.0,Yes,Executive,6.0,high,3.0,6.0,7.597,6.597,8.242,13.293,C,8.932,5-15
5960,Male,Yes,36.0,Yes,Artist,9.0,average,5.0,4.0,9.142999999999999,12.392000000000001,-2.353,-2.349,D,4.208,-5
