ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
461456.0,Female,No,40.0,No,Marketing,0.0,average,1.0,6.0,5.991,5.543,3.856,5.017,A
461557.0,Male,No,38.0,Yes,Artist,6.0,Low,4.0,2.0,7.497,6.56,2.838,3.939,A
462946.0,Male,Yes,52.0,No,Artist,1.0,Low,2.0,6.0,7.15,2.772,4.099,3.114,A
463616.0,Female,Yes,48.0,No,Engineer,1.0,Average,5.0,,8.344,8.529,8.241,-1.735,B
462593.0,Female,Yes,60.0,No,Engineer,1.0,Average,5.0,4.0,0.671,-0.83,3.813,-0.982,B
464693.0,Female,No,36.0,Yes,Engineer,9.0,Low,1.0,,5.512,7.448,3.643,6.584,A
459618.0,Male,Yes,59.0,Yes,Doctor,0.0,Average,2.0,4.0,11.696,11.031,16.456,8.304,C
466494.0,Male,Yes,71.0,No,Entertainment,0.0,Average,3.0,6.0,5.941,1.51,0.876,1.76,A
462223.0,Male,Yes,78.0,No,,0.0,Low,1.0,,11.67,13.914,6.641,5.636,D
462432.0,Male,Yes,37.0,Yes,Executive,1.0,Average,2.0,6.0,0.73,3.758,4.485,1.398,B
464268.0,Female,No,51.0,Yes,Artist,0.0,Low,1.0,6.0,7.215,6.552,6.881,4.939,A
461305.0,Male,No,22.0,No,Healthcare,1.0,Low,3.0,6.0,13.437,6.057,3.313,6.255,D
,Male,Yes,28.0,Yes,Artist,1.0,Average,2.0,6.0,3.586,3.452,2.989,1.626,B
463917.0,Female,No,22.0,No,Healthcare,1.0,Low,8.0,4.0,9.492,3.398,7.203,5.69,D
463979.0,Female,Yes,48.0,Yes,Homemaker,1.0,High,2.0,2.0,20.326,12.346,11.813,7.932,C
465780.0,Female,No,23.0,No,Healthcare,1.0,Low,4.0,6.0,4.154,4.524,6.552,3.279,D
464795.0,Female,No,31.0,No,Engineer,1.0,Low,8.0,4.0,7.301,3.827,4.218,2.128,A
467596.0,Male,Yes,37.0,No,Artist,1.0,average,5.0,3.0,7.028,1.645,5.883,10.237,C
459250.0,Male,Yes,50.0,Yes,Doctor,1.0,Average,4.0,6.0,10.364,1.89,9.819,12.716,C
462680.0,Male,Yes,42.0,Yes,Doctor,,Average,4.0,6.0,15.536,16.188,15.184,10.021,C
460468.0,Female,No,50.0,Yes,Executive,1.0,Low,1.0,6.0,10.213,5.637,5.76,4.27,A
466131.0,Female,No,43.0,Yes,Artist,1.0,Low,1.0,6.0,5.415,-0.649,4.019,-5.65,D
461311.0,Male,No,20.0,No,Marketing,0.0,Low,4.0,6.0,16.049,8.804,7.671,12.4,C
464067.0,Female,No,28.0,Yes,Entertainment,0.0,Low,4.0,2.0,2.488,2.555,0.363,-4.067,B
462299.0,Female,No,33.0,No,Healthcare,7.0,Low,6.0,6.0,15.281,9.264,10.397,14.179,C
466165.0,Female,No,49.0,Yes,Artist,0.0,Low,1.0,2.0,4.0,6.213,2.07,0.987,B
462177.0,Male,No,43.0,,Artist,6.0,Low,5.0,2.0,1.655,8.966,9.463,4.343,B
460237.0,Female,No,40.0,Yes,Healthcare,9.0,Low,1.0,4.0,5.064,8.516,13.672,6.465,D
459087.0,Female,No,21.0,No,Doctor,0.0,Low,3.0,6.0,10.829,7.341,12.753,7.826,C
464971.0,Female,Yes,36.0,No,Engineer,1.0,Low,5.0,4.0,4.412,1.978,7.344,1.141,A
460472.0,Male,Yes,49.0,No,Doctor,1.0,Average,3.0,4.0,5.109,5.115,4.082,3.703,A
461145.0,Female,Yes,36.0,Yes,Entertainment,0.0,average,2.0,3.0,9.27,5.281,5.909,4.393,A
466982.0,Male,Yes,56.0,Yes,Artist,,Average,2.0,6.0,2.596,3.217,2.825,1.902,B
466061.0,Female,No,41.0,,,2.0,Low,1.0,3.0,6.723,5.806,2.924,-0.749,A
465960.0,Female,No,32.0,Yes,Marketing,8.0,Low,1.0,6.0,11.21,8.243,0.354,11.153,D
462561.0,Female,Yes,48.0,Yes,Artist,4.0,average,2.0,6.0,7.646,7.363,13.227,5.771,C
465555.0,Female,Yes,66.0,No,Lawyer,,High,2.0,4.0,11.777,0.056,2.586,-0.903,D
462096.0,Female,No,43.0,Yes,Homemaker,,Low,1.0,4.0,2.796,7.018,2.47,1.282,A
466015.0,Male,Yes,69.0,No,Entertainment,3.0,Low,8.0,6.0,4.396,3.608,3.414,4.391,A
459372.0,Female,No,27.0,Yes,Healthcare,,Low,4.0,6.0,2.645,5.887,4.444,1.331,B
463196.0,Female,Yes,67.0,Yes,Engineer,1.0,Low,1.0,6.0,3.128,6.459,5.238,1.467,A
463598.0,Female,Yes,32.0,No,Engineer,3.0,Low,2.0,6.0,18.291,4.279,13.036,10.751,C
464850.0,Female,,51.0,No,Artist,,Average,3.0,4.0,4.638,6.987,5.968,2.129,B
462978.0,Male,Yes,43.0,No,Entertainment,,Average,,6.0,,0.295,1.947,2.033,B
461988.0,Male,Yes,36.0,No,Engineer,0.0,Average,2.0,6.0,2.226,6.817,6.291,-0.56,B
461635.0,Male,Yes,43.0,Yes,Executive,6.0,High,3.0,6.0,7.597,6.597,8.242,13.293,C
464687.0,Male,Yes,36.0,Yes,Artist,9.0,Average,5.0,4.0,9.143,12.392,-2.353,-2.349,D
466336.0,Male,,23.0,No,Healthcare,3.0,Low,4.0,4.0,-1.358,9.383,15.988,-1.143,D
459685.0,Male,Yes,36.0,Yes,Artist,0.0,Average,2.0,7.0,14.282,6.483,0.979,11.494,C
466617.0,Female,No,23.0,No,,4.0,Low,3.0,6.0,13.55,4.602,6.229,5.516,D
465973.0,Female,Yes,50.0,Yes,Artist,8.0,Average,2.0,6.0,-1.633,10.663,8.023,1.404,B
459312.0,Male,No,22.0,No,Healthcare,1.0,average,4.0,4.0,9.927,4.711,5.447,0.396,D
459525.0,Female,Yes,62.0,Yes,Artist,,High,3.0,6.0,9.474,4.477,14.517,6.578,C
467863.0,Female,Yes,35.0,Yes,Doctor,0.0,average,3.0,6.0,11.503,6.426,9.06,3.052,C
461659.0,Female,Yes,52.0,Yes,Artist,0.0,Average,2.0,6.0,9.921,4.215,9.876,14.504,C
466272.0,Female,Yes,68.0,Yes,Lawyer,0.0,Average,3.0,6.0,14.76,3.764,3.972,6.7,C
459292.0,Male,No,46.0,Yes,,1.0,Low,2.0,6.0,16.908,11.456,7.79,11.075,C
460115.0,Female,No,28.0,Yes,Healthcare,,Low,1.0,3.0,5.879,8.684,6.765,3.835,A
463710.0,Male,No,49.0,Yes,Entertainment,0.0,Low,1.0,2.0,2.4,1.493,3.864,-3.444,B
463856.0,Male,Yes,,Yes,Artist,0.0,Average,2.0,4.0,15.258,5.508,15.82,7.834,C
467545.0,Male,Yes,53.0,Yes,Artist,9.0,Average,2.0,6.0,-1.013,1.753,6.954,-4.134,B
466027.0,Female,Yes,70.0,No,Engineer,7.0,Low,1.0,3.0,1.232,1.734,6.408,-0.548,B
460409.0,Female,No,43.0,Yes,Artist,8.0,Low,4.0,6.0,6.024,2.659,3.438,6.514,D
465342.0,Male,Yes,83.0,Yes,Executive,0.0,High,2.0,6.0,6.855,3.888,1.76,5.396,A
460249.0,Female,No,25.0,Yes,Entertainment,9.0,Low,2.0,6.0,3.118,1.357,7.756,5.774,A
464231.0,Male,Yes,45.0,Yes,Artist,0.0,Average,4.0,6.0,11.744,10.744,11.193,8.289,C
461676.0,Female,No,29.0,Yes,Engineer,1.0,average,1.0,6.0,4.17,7.339,5.413,4.686,A
462338.0,Male,Yes,43.0,Yes,Artist,9.0,Average,2.0,0.0,9.03,9.386,3.092,15.906,C
467597.0,Female,Yes,65.0,Yes,Lawyer,0.0,Low,1.0,6.0,8.578,4.171,2.879,1.798,A
459256.0,Female,Yes,46.0,Yes,Artist,0.0,High,4.0,6.0,5.796,2.804,3.835,-1.294,B
459962.0,Male,Yes,59.0,Yes,Artist,8.0,Low,1.0,6.0,-3.153,1.843,1.151,5.61,B
463546.0,Female,No,30.0,Yes,Healthcare,0.0,Low,2.0,6.0,14.062,0.193,4.54,17.257,C
464197.0,Male,Yes,29.0,No,Healthcare,5.0,Low,2.0,6.0,3.306,-0.9,2.191,-0.47,D
465146.0,Male,Yes,58.0,Yes,Artist,9.0,Low,1.0,6.0,5.748,0.56,6.103,-5.454,B
462412.0,Male,Yes,71.0,No,Artist,1.0,Low,5.0,6.0,9.703,17.455,11.056,11.798,C
464279.0,Male,Yes,53.0,No,Executive,1.0,Low,5.0,6.0,3.866,3.071,6.29,2.384,A
465466.0,Male,,,No,Healthcare,1.0,Low,3.0,6.0,10.452,12.242,8.347,5.64,C
463381.0,Male,Yes,36.0,Yes,Doctor,8.0,Average,4.0,3.0,16.249,4.379,2.901,9.224,C
464230.0,Male,No,33.0,No,Engineer,0.0,Low,4.0,1.0,8.392,10.469,1.769,-3.165,D
465394.0,Male,No,32.0,Yes,Engineer,0.0,Low,3.0,4.0,-3.895,2.614,2.782,-2.041,B
467600.0,Male,Yes,41.0,Yes,Engineer,,Average,5.0,6.0,14.277,7.638,7.158,13.259,C
461105.0,Female,No,49.0,Yes,Entertainment,0.0,Low,1.0,3.0,12.19,3.751,12.099,-6.592,D
464328.0,Male,Yes,84.0,No,Lawyer,1.0,High,2.0,6.0,-1.517,7.262,1.434,0.869,B
462797.0,Male,Yes,30.0,Yes,Healthcare,0.0,Low,4.0,,7.205,6.776,3.382,5.028,A
461008.0,Male,No,26.0,No,,1.0,Low,4.0,3.0,8.291,4.198,7.482,4.788,A
461412.0,Female,Yes,41.0,Yes,Artist,5.0,High,3.0,5.0,-1.317,4.905,8.071,-1.305,B
462283.0,Male,No,25.0,No,Healthcare,4.0,Low,5.0,6.0,15.895,3.633,8.313,14.836,D
467683.0,Male,Yes,26.0,Yes,Healthcare,9.0,High,3.0,2.0,11.047,-0.882,4.256,9.29,D
,Female,No,27.0,No,Doctor,0.0,Low,5.0,3.0,8.439,3.99,4.71,0.582,A
467174.0,Male,Yes,41.0,No,Executive,0.0,High,3.0,0.0,8.887,6.241,3.478,4.721,A
459497.0,Female,Yes,80.0,Yes,Lawyer,0.0,Low,1.0,6.0,13.335,9.178,9.994,5.88,C
,Female,Yes,50.0,Yes,Healthcare,1.0,,3.0,6.0,4.558,14.47,0.818,7.7,D
462738.0,Female,No,28.0,Yes,Healthcare,,Low,3.0,2.0,5.654,2.0,8.139,9.587,D
465116.0,Female,Yes,66.0,Yes,Artist,0.0,Low,2.0,6.0,14.845,1.323,10.906,3.949,C
462957.0,Male,Yes,58.0,No,Executive,1.0,High,5.0,6.0,-2.546,6.714,0.625,1.1,B
,Female,No,42.0,Yes,Doctor,0.0,Low,3.0,6.0,1.428,2.295,10.138,-2.499,B
464359.0,Female,No,37.0,Yes,Artist,0.0,Low,3.0,6.0,4.543,4.592,5.788,-4.399,B
461838.0,Male,Yes,49.0,Yes,Artist,0.0,average,1.0,6.0,16.32,4.435,9.929,12.928,C
464624.0,Male,No,39.0,Yes,Entertainment,3.0,average,2.0,1.0,8.538,2.959,5.192,4.922,A
459034.0,Female,No,21.0,No,Healthcare,,Low,5.0,6.0,6.897,4.254,3.289,9.732,D
466705.0,Male,Yes,,No,Lawyer,0.0,Low,3.0,6.0,9.726,6.698,8.844,10.607,C
459849.0,Female,Yes,50.0,Yes,Artist,1.0,High,5.0,6.0,14.097,8.289,13.482,13.871,C
463273.0,Male,Yes,37.0,Yes,Entertainment,8.0,Average,2.0,3.0,6.495,8.074,5.768,4.12,B
461551.0,Male,Yes,61.0,No,Entertainment,1.0,Low,2.0,6.0,3.74,2.831,5.763,3.222,A
464129.0,Male,Yes,52.0,Yes,Executive,1.0,High,4.0,1.0,15.212,-2.068,8.7,4.149,C
464031.0,Female,No,23.0,No,Healthcare,1.0,Low,4.0,6.0,8.609,-1.943,8.356,-0.435,D
464287.0,Male,Yes,35.0,Yes,Artist,,Average,3.0,2.0,16.251,3.509,13.003,-0.021,C
466069.0,Female,Yes,49.0,Yes,Artist,0.0,High,,0.0,3.775,3.664,5.652,0.655,B
460791.0,Female,No,27.0,Yes,Engineer,9.0,Low,7.0,3.0,16.969,6.046,10.35,16.641,C
,Male,No,43.0,Yes,Artist,1.0,Low,2.0,6.0,5.934,3.837,8.695,2.741,A
460904.0,Female,No,35.0,No,Entertainment,1.0,average,1.0,6.0,-0.574,1.357,3.969,0.1,B
466484.0,Female,Yes,52.0,No,Executive,1.0,Low,1.0,3.0,4.927,4.516,6.406,1.944,A
467663.0,Male,Yes,31.0,No,Doctor,,Average,2.0,6.0,2.238,1.829,7.395,3.732,D
467885.0,Female,No,,Yes,Doctor,0.0,Low,,4.0,6.181,4.858,4.157,4.123,A
461674.0,Male,Yes,48.0,Yes,Executive,0.0,High,4.0,6.0,19.362,12.077,20.074,11.234,C
460601.0,Female,Yes,37.0,Yes,,0.0,Low,3.0,,6.463,4.096,3.527,4.288,A
464297.0,Male,No,26.0,No,Artist,8.0,Low,5.0,5.0,5.423,7.51,5.612,4.087,A
462322.0,Female,No,49.0,Yes,Artist,1.0,Low,2.0,2.0,8.898,15.63,10.463,2.656,C
459974.0,Male,No,37.0,Yes,Entertainment,0.0,Low,1.0,6.0,5.205,2.791,3.606,4.779,A
461003.0,Male,No,30.0,No,Executive,13.0,average,4.0,3.0,11.22,-0.291,14.829,4.849,D
464939.0,Male,No,43.0,No,Entertainment,0.0,average,1.0,4.0,8.058,5.399,6.238,-0.873,D
461905.0,Female,No,42.0,Yes,Artist,0.0,Low,3.0,6.0,9.988,6.238,10.779,8.959,C
466952.0,Male,Yes,60.0,Yes,Artist,0.0,Average,2.0,,18.051,8.175,7.78,11.133,C
464741.0,Male,Yes,71.0,No,Executive,1.0,High,,1.0,3.84,5.102,4.657,3.501,A
,Female,No,23.0,No,Healthcare,4.0,average,7.0,3.0,4.882,0.335,1.156,9.455,D
462346.0,Male,Yes,81.0,Yes,Lawyer,9.0,Low,1.0,6.0,4.07,2.477,5.682,0.939,B
,Female,Yes,45.0,Yes,Engineer,2.0,Low,1.0,4.0,10.557,3.488,5.262,4.12,A
461689.0,Male,No,33.0,Yes,Artist,1.0,Low,2.0,6.0,16.2,9.762,5.237,4.876,C
464846.0,Male,No,25.0,No,Entertainment,8.0,Low,2.0,4.0,5.937,0.378,7.182,5.175,D
462254.0,Male,Yes,38.0,No,Executive,1.0,Average,5.0,2.0,-1.349,3.251,3.686,1.658,B
462708.0,Male,Yes,25.0,Yes,Executive,8.0,High,2.0,6.0,4.396,3.405,2.266,3.066,A
467806.0,Male,Yes,62.0,Yes,Artist,1.0,High,2.0,6.0,4.446,4.066,7.615,1.897,B
461173.0,Male,Yes,45.0,Yes,Artist,1.0,Low,4.0,3.0,-2.555,3.426,5.243,-3.262,B
465912.0,Female,No,63.0,Yes,Artist,1.0,Low,2.0,6.0,6.209,7.801,1.37,3.143,B
461341.0,Female,Yes,39.0,Yes,Artist,0.0,High,2.0,6.0,5.073,4.517,7.405,3.028,A
465135.0,Female,No,25.0,No,Engineer,1.0,Low,1.0,6.0,4.03,2.64,4.693,3.819,B
461654.0,Female,No,67.0,Yes,Artist,0.0,Low,1.0,7.0,3.898,1.782,2.025,4.906,B
459147.0,Male,Yes,81.0,Yes,Entertainment,1.0,Low,1.0,6.0,1.864,1.262,7.437,13.435,D
464611.0,Male,No,31.0,Yes,Artist,1.0,Low,4.0,7.0,7.926,13.343,9.786,12.877,C
460356.0,Male,No,22.0,No,Healthcare,1.0,Low,4.0,6.0,13.83,6.43,7.439,1.646,D
461467.0,Female,Yes,73.0,,Lawyer,,High,2.0,1.0,5.887,2.369,8.154,4.628,A
461591.0,Female,No,33.0,No,Engineer,1.0,Low,2.0,4.0,4.688,0.854,-0.608,0.686,B
466505.0,Female,Yes,42.0,No,Artist,8.0,High,5.0,6.0,3.884,9.463,3.228,2.921,B
463112.0,Male,Yes,70.0,Yes,,,Low,1.0,3.0,5.919,4.93,8.377,1.958,A
464717.0,Male,Yes,25.0,No,Executive,4.0,average,8.0,4.0,3.753,6.204,7.079,6.052,D
459051.0,Male,Yes,66.0,Yes,Artist,,Average,2.0,6.0,12.846,1.948,10.666,6.538,C
464620.0,Female,Yes,41.0,Yes,Artist,1.0,High,2.0,,1.78,6.263,-0.24,-0.273,B
462333.0,Female,Yes,40.0,Yes,Artist,1.0,Low,1.0,6.0,13.093,2.726,7.259,6.115,D
463910.0,Female,Yes,50.0,Yes,Artist,0.0,Average,2.0,6.0,9.587,0.363,10.321,4.974,C
464196.0,Female,,36.0,Yes,Entertainment,8.0,Low,1.0,6.0,6.825,5.742,7.958,4.424,A
459262.0,Female,No,31.0,No,Entertainment,9.0,Low,4.0,6.0,10.987,9.23,14.509,11.37,C
467808.0,Female,Yes,63.0,Yes,Artist,0.0,Average,2.0,6.0,16.856,10.007,8.688,8.77,C
460992.0,Male,Yes,57.0,No,Executive,0.0,High,4.0,6.0,7.975,3.055,10.255,2.803,A
459950.0,Female,No,,Yes,Artist,0.0,Low,1.0,6.0,4.061,6.001,3.817,4.623,A
461053.0,Male,Yes,39.0,No,Executive,,High,4.0,3.0,4.764,2.608,10.235,6.397,D
467461.0,Female,Yes,45.0,Yes,Artist,8.0,High,3.0,6.0,-0.597,8.639,1.531,1.614,B
463779.0,Female,No,32.0,No,Healthcare,0.0,Low,,7.0,9.69,0.672,3.226,-1.561,D
464177.0,Male,No,25.0,Yes,Healthcare,1.0,Low,3.0,6.0,14.775,9.275,4.438,-0.938,D
463918.0,Female,No,22.0,No,Healthcare,0.0,average,4.0,4.0,10.019,-0.312,7.066,10.25,D
464326.0,Female,No,38.0,Yes,Artist,1.0,Low,3.0,6.0,7.221,1.606,5.995,3.164,A
465612.0,Male,Yes,37.0,Yes,Artist,9.0,Average,2.0,6.0,15.882,8.241,14.489,3.837,C
463872.0,Male,Yes,78.0,No,Lawyer,1.0,High,2.0,2.0,3.906,4.287,4.164,0.088,A
466883.0,Female,Yes,37.0,Yes,Artist,2.0,Average,2.0,,6.936,-1.961,6.171,-1.548,B
467477.0,Male,Yes,43.0,Yes,Healthcare,5.0,Average,2.0,6.0,8.656,12.134,1.839,7.328,D
461307.0,Male,No,23.0,No,Healthcare,1.0,Low,4.0,,16.42,6.875,2.226,8.332,D
463509.0,Male,No,43.0,No,Artist,0.0,,1.0,3.0,,5.847,12.295,10.406,D
461470.0,Male,Yes,43.0,Yes,Artist,2.0,Average,2.0,6.0,14.072,7.821,11.778,7.034,C
466138.0,Male,Yes,71.0,No,Lawyer,3.0,High,2.0,6.0,3.787,2.771,4.859,8.418,D
460034.0,Female,Yes,38.0,Yes,Artist,8.0,Low,1.0,6.0,10.217,8.887,2.454,2.556,D
460650.0,Female,,20.0,No,Homemaker,13.0,Low,1.0,4.0,3.107,3.75,5.423,9.228,D
466738.0,Female,No,27.0,Yes,Healthcare,0.0,Low,,6.0,4.416,-4.72,1.739,6.227,D
465088.0,Male,Yes,48.0,Yes,Executive,9.0,High,4.0,6.0,-0.741,3.097,5.3,3.788,B
467253.0,Female,No,35.0,Yes,Engineer,,Low,2.0,6.0,9.743,-0.023,5.649,6.06,D
462375.0,Male,Yes,53.0,Yes,Artist,1.0,Average,3.0,6.0,16.495,10.027,13.947,-1.016,C
466337.0,Female,Yes,41.0,No,,0.0,Low,2.0,4.0,9.339,3.231,2.366,3.674,A
465924.0,Female,No,28.0,Yes,Marketing,0.0,Low,2.0,6.0,12.433,1.959,7.064,2.234,D
,Male,No,22.0,No,Healthcare,1.0,Low,6.0,4.0,1.669,0.559,3.727,4.829,D
459570.0,Male,No,27.0,Yes,Healthcare,,Low,3.0,,10.947,3.773,4.521,1.011,D
463934.0,Female,Yes,43.0,Yes,Artist,3.0,Average,2.0,6.0,15.527,4.568,12.957,9.081,C
459437.0,Male,Yes,68.0,Yes,Lawyer,,High,2.0,6.0,6.156,4.534,0.398,5.254,B
466728.0,Male,Yes,28.0,No,Doctor,0.0,Average,2.0,6.0,6.386,5.71,3.146,6.589,A
461737.0,Female,Yes,48.0,Yes,Doctor,1.0,Average,6.0,4.0,8.746,2.402,0.583,-4.204,B
460972.0,Male,Yes,42.0,Yes,Artist,14.0,Low,2.0,6.0,4.674,2.866,4.496,3.074,A
461210.0,Female,No,38.0,Yes,Healthcare,0.0,average,4.0,6.0,4.974,4.826,8.269,5.068,A
,Female,No,42.0,Yes,Engineer,6.0,Low,3.0,6.0,12.35,2.098,12.752,-0.417,D
465513.0,Male,No,43.0,Yes,Entertainment,1.0,Low,2.0,6.0,0.812,4.181,5.555,5.251,B
461732.0,Female,Yes,46.0,Yes,Artist,1.0,Average,2.0,2.0,12.855,6.55,19.321,11.766,C
459647.0,Female,No,43.0,Yes,Engineer,1.0,average,2.0,6.0,-0.316,4.773,6.844,1.187,B
460257.0,Female,No,28.0,Yes,Healthcare,1.0,Low,6.0,6.0,7.407,5.823,8.173,6.183,D
464437.0,Female,Yes,48.0,Yes,Engineer,0.0,Average,4.0,6.0,1.351,9.43,1.975,3.255,B
461544.0,Male,Yes,82.0,No,Lawyer,1.0,High,2.0,6.0,9.677,8.012,8.44,2.41,A
462749.0,Male,Yes,49.0,Yes,Artist,1.0,Low,2.0,6.0,15.737,0.408,9.835,16.992,C
461472.0,Female,Yes,41.0,Yes,Artist,0.0,Average,2.0,6.0,10.17,13.864,14.585,8.061,C
467659.0,Male,Yes,66.0,Yes,Entertainment,0.0,Average,2.0,6.0,5.991,2.448,1.161,5.369,B
466859.0,Male,No,22.0,No,Healthcare,0.0,Low,5.0,2.0,16.457,9.852,4.175,6.214,D
460101.0,Female,No,31.0,Yes,Healthcare,9.0,average,3.0,3.0,11.554,7.713,2.772,2.228,D
461885.0,Female,Yes,49.0,Yes,Artist,3.0,average,5.0,6.0,16.521,4.258,6.002,3.561,C
460982.0,Male,Yes,77.0,No,Lawyer,1.0,High,2.0,6.0,4.925,4.843,5.316,5.072,A
460503.0,Male,No,41.0,Yes,Entertainment,0.0,Low,2.0,3.0,1.441,4.448,2.929,-2.294,B
460814.0,Male,Yes,78.0,No,Entertainment,0.0,Low,1.0,6.0,9.606,1.128,-1.717,-4.385,D
459981.0,Male,No,41.0,Yes,Artist,7.0,Low,1.0,6.0,9.371,4.852,5.2,5.216,A
463776.0,Female,Yes,39.0,Yes,Artist,3.0,Average,2.0,6.0,12.696,-2.651,-1.576,7.49,C
467746.0,Male,Yes,50.0,Yes,Executive,0.0,High,3.0,6.0,0.971,4.837,10.174,-3.664,B
460151.0,Male,Yes,35.0,Yes,Artist,3.0,Average,2.0,6.0,11.558,5.155,16.453,-0.92,C
467145.0,Female,Yes,52.0,Yes,Doctor,1.0,average,3.0,6.0,0.681,0.846,4.812,-0.874,B
459581.0,Female,No,35.0,No,,,Low,,7.0,3.105,3.817,4.854,5.977,A
461101.0,Female,Yes,50.0,Yes,Engineer,4.0,Average,4.0,3.0,4.455,5.707,5.402,3.196,A
464240.0,Male,Yes,52.0,No,Engineer,,Low,1.0,2.0,2.999,-2.314,5.869,-0.624,D
461424.0,Male,Yes,63.0,No,Healthcare,0.0,Average,4.0,4.0,3.407,8.13,3.399,0.801,B
,Female,Yes,47.0,Yes,,0.0,Low,3.0,6.0,-3.266,3.699,3.078,-4.749,B
463566.0,Female,Yes,41.0,Yes,Homemaker,,Average,4.0,2.0,3.159,7.608,12.008,2.704,C
459995.0,Female,No,38.0,No,Artist,4.0,Low,2.0,6.0,6.071,5.375,6.841,4.137,A
465896.0,Male,No,32.0,No,Doctor,2.0,Low,2.0,6.0,11.646,0.024,4.166,4.192,D
463639.0,Male,No,31.0,No,Healthcare,0.0,average,6.0,,4.335,11.599,6.354,3.445,D
463292.0,Male,Yes,36.0,No,Executive,1.0,High,3.0,6.0,4.703,1.078,2.93,-2.395,B
462484.0,Male,Yes,67.0,Yes,Artist,0.0,Low,1.0,6.0,10.301,-1.726,3.01,13.174,D
459680.0,Male,No,41.0,Yes,Entertainment,,Low,1.0,6.0,6.739,5.127,-0.927,7.861,A
465198.0,Male,Yes,53.0,Yes,Entertainment,8.0,Average,4.0,6.0,8.964,11.843,8.436,9.402,C
467820.0,Male,Yes,51.0,Yes,Artist,0.0,Low,1.0,3.0,6.45,1.816,9.254,3.275,B
465817.0,Male,Yes,56.0,No,Executive,0.0,average,2.0,4.0,3.682,3.394,5.727,2.551,A
467661.0,Female,Yes,45.0,Yes,Artist,,High,,6.0,1.103,1.155,0.765,3.143,B
464244.0,Male,Yes,72.0,Yes,Executive,1.0,High,4.0,,1.275,2.264,2.882,-3.581,B
465717.0,Female,Yes,42.0,Yes,Artist,2.0,Average,2.0,6.0,16.319,14.246,15.069,4.916,C
460461.0,Female,Yes,26.0,No,Homemaker,9.0,average,2.0,3.0,7.929,6.111,4.535,7.749,A
465535.0,Female,No,29.0,No,Entertainment,9.0,Low,,2.0,5.181,6.926,7.17,4.474,A
466931.0,Male,No,37.0,Yes,Entertainment,1.0,Low,2.0,3.0,4.844,8.088,4.18,3.12,A
461106.0,Male,No,18.0,No,Healthcare,1.0,average,4.0,3.0,9.514,12.578,4.975,4.539,D
465860.0,Female,,,Yes,Doctor,1.0,Low,3.0,6.0,1.423,1.339,1.722,-0.061,B
463379.0,Male,No,29.0,No,Marketing,1.0,Low,7.0,6.0,3.688,8.071,2.426,-1.553,D
459331.0,Female,No,,Yes,Lawyer,0.0,Low,1.0,6.0,10.18,0.71,8.973,9.638,D
466396.0,Female,No,19.0,No,Healthcare,1.0,Low,5.0,,10.299,4.725,11.839,9.845,D
463135.0,Male,Yes,46.0,Yes,Artist,5.0,Average,2.0,3.0,10.725,0.297,7.327,7.603,C
463418.0,Male,Yes,53.0,No,Executive,1.0,High,4.0,6.0,6.697,2.6,4.584,2.797,A
467300.0,Female,Yes,50.0,Yes,Artist,0.0,Low,1.0,6.0,0.673,-1.043,-1.455,3.577,B
465518.0,Female,Yes,43.0,Yes,,1.0,Average,3.0,4.0,1.511,3.42,0.954,1.188,B
461964.0,Female,No,23.0,No,Healthcare,0.0,Low,4.0,7.0,11.266,7.567,9.705,11.629,D
463190.0,Female,Yes,61.0,Yes,Artist,0.0,Average,2.0,4.0,-0.167,6.602,4.406,2.229,B
,Male,Yes,27.0,Yes,Doctor,9.0,Average,2.0,6.0,5.233,4.135,7.321,6.614,A
467496.0,Female,Yes,63.0,Yes,,4.0,Average,3.0,6.0,3.509,4.286,3.063,9.344,A
466082.0,Female,Yes,83.0,Yes,Lawyer,1.0,Low,1.0,6.0,9.356,8.677,11.965,2.984,C
461241.0,Male,Yes,32.0,Yes,Healthcare,5.0,Low,2.0,6.0,9.29,1.586,2.271,8.903,D
460741.0,Male,Yes,58.0,Yes,Artist,1.0,Average,5.0,6.0,6.257,4.896,6.364,5.558,B
461752.0,Male,Yes,67.0,Yes,Doctor,1.0,average,3.0,6.0,5.262,3.739,4.093,16.361,C
461030.0,Female,No,19.0,No,Healthcare,8.0,average,5.0,3.0,11.924,2.316,7.796,3.453,D
459097.0,Male,Yes,88.0,Yes,Lawyer,0.0,average,2.0,,9.632,4.779,3.849,3.668,A
464615.0,Male,Yes,35.0,Yes,Artist,7.0,Low,2.0,6.0,6.61,3.393,4.217,6.701,A
460928.0,Male,Yes,45.0,Yes,Artist,0.0,,4.0,6.0,1.542,8.464,3.413,0.557,B
467682.0,Female,Yes,35.0,Yes,Artist,9.0,Average,4.0,6.0,2.716,7.236,1.061,4.185,B
463480.0,Female,Yes,27.0,No,Healthcare,0.0,Low,,6.0,3.142,-4.566,8.272,0.334,D
462370.0,Male,Yes,35.0,Yes,Executive,4.0,High,3.0,6.0,3.158,2.097,5.018,1.851,B
459148.0,Female,No,20.0,No,Healthcare,2.0,Low,3.0,4.0,11.543,-3.299,8.516,5.982,D
